material_id,material_name,material_type,supplier_id,unit_of_measure,unit_cost,currency,min_order_quantity,lead_time_days,storage_condition,shelf_life_months,gmp_certified,cas_number,status
MAT-00932,Purified Water USP,raw_chemical,SUP-0089,g,2324.88,USD,336,54,cold,16,false,16924-83-8,active
MAT-00933,Tamper Evident Seal,label,SUP-0109,kg,2430.95,USD,156,57,ambient,53,true,,discontinued
MAT-00934,Serialization Label,label,SUP-0137,rolls,3905.13,GBP,58,25,ambient,40,false,,pending_approval
MAT-00935,Fluoxetine HCl,active_ingredient,SUP-0067,L,35.28,EUR,264,81,controlled,35,false,6412-69-4,active
MAT-00936,Metformin HCl,active_ingredient,SUP-0154,pcs,2301.52,GBP,130,57,ambient,49,false,3134-79-4,active
MAT-00937,Ampoule 5ml,packaging,SUP-0084,rolls,2085.59,GBP,326,7,controlled,13,false,,pending_approval
MAT-00938,Atorvastatin Calcium,active_ingredient,SUP-0137,sheets,1243.51,USD,65,21,controlled,37,false,36054-54-7,pending_approval
MAT-00939,Benzyl Alcohol,raw_chemical,SUP-0188,mL,4593.92,JPY,292,61,cold,10,false,48913-14-2,discontinued
MAT-00940,Atorvastatin Calcium,active_ingredient,SUP-0087,sheets,2563.41,GBP,217,54,cold,17,false,94630-93-1,active
MAT-00941,Azithromycin Dihydrate,active_ingredient,SUP-0158,mL,2854.69,JPY,277,34,controlled,57,true,49101-83-7,active
MAT-00942,Carton Print Sheet,label,SUP-0071,units,3734.48,JPY,344,8,controlled,31,true,,pending_approval
MAT-00943,HDPE Bottle 120cc,packaging,SUP-0005,units,25.75,INR,337,19,ambient,23,false,,discontinued
MAT-00944,Blister Alu-Alu,packaging,SUP-0182,g,1107.01,GBP,114,11,controlled,24,false,,discontinued
MAT-00945,Hologram Sticker,label,SUP-0143,rolls,2707.52,USD,176,46,ambient,28,false,,active
MAT-00946,Carton Print Sheet,label,SUP-0173,pcs,1053.58,INR,131,54,cold,48,true,,pending_approval
MAT-00947,Shipping Label,label,SUP-0095,rolls,415.92,GBP,150,43,ambient,49,false,,active
MAT-00948,Coating Opadry Blue,excipient,SUP-0111,L,3121.51,INR,392,5,ambient,41,false,30815-58-8,active
MAT-00949,Leaflet Insert A5,label,SUP-0055,g,485.35,USD,293,40,cold,16,false,,discontinued
MAT-00950,Tamper Evident Seal,label,SUP-0154,rolls,3756.53,GBP,164,49,controlled,12,false,,discontinued
MAT-00951,Acetone AR Grade,raw_chemical,SUP-0127,sheets,1125.88,INR,147,60,cold,17,false,37852-10-8,active
MAT-00952,Primary Label A5,label,SUP-0099,L,3416.92,JPY,335,56,ambient,32,true,,pending_approval
MAT-00953,Duloxetine HCl,active_ingredient,SUP-0129,mL,693.29,USD,307,76,controlled,32,true,42651-88-3,active
MAT-00954,Methanol AR Grade,raw_chemical,SUP-0006,pcs,3421.97,JPY,453,86,ambient,41,true,21202-68-5,pending_approval
MAT-00955,Talc Powder,excipient,SUP-0083,L,2361.11,EUR,151,11,cold,19,false,60237-41-9,active
MAT-00956,HPMC Capsule Shell,excipient,SUP-0165,L,4864.04,USD,412,80,ambient,16,true,60633-18-0,pending_approval
MAT-00957,Clopidogrel Bisulfate,active_ingredient,SUP-0099,sheets,4335.38,USD,401,56,ambient,51,true,93870-87-8,pending_approval
MAT-00958,Metformin HCl,active_ingredient,SUP-0075,pcs,2404.3,INR,425,8,ambient,31,false,56225-25-1,active
MAT-00959,Glass Vial 20ml,packaging,SUP-0106,g,3610.11,GBP,73,34,ambient,19,false,,active
MAT-00960,Shrink Wrap Film,packaging,SUP-0126,g,2291.48,EUR,388,36,ambient,24,false,,active
MAT-00961,Barcode Label Roll,label,SUP-0010,units,2841.37,EUR,76,69,ambient,7,true,,active
MAT-00962,Isopropyl Alcohol,raw_chemical,SUP-0184,rolls,3569.16,EUR,291,84,ambient,36,false,88297-47-2,pending_approval
MAT-00963,Titanium Dioxide,excipient,SUP-0066,L,3037.44,EUR,15,30,controlled,25,true,76626-11-4,active
MAT-00964,Benzyl Alcohol,raw_chemical,SUP-0044,sheets,2385.13,GBP,330,22,controlled,60,false,68644-57-6,active
MAT-00965,Titanium Dioxide,excipient,SUP-0004,pcs,877.35,USD,176,31,ambient,19,true,19722-45-9,pending_approval
MAT-00966,Gabapentin,active_ingredient,SUP-0146,mL,1782.83,USD,431,70,cold,53,true,47702-95-0,active
MAT-00967,Ciprofloxacin HCl,active_ingredient,SUP-0142,rolls,2537.33,JPY,434,71,cold,57,true,58591-82-8,active
MAT-00968,Hypromellose,excipient,SUP-0177,units,3986.45,EUR,117,61,cold,8,false,72398-45-1,pending_approval
MAT-00969,Povidone K30,excipient,SUP-0134,g,4530.75,GBP,32,29,cold,21,false,60902-22-8,active
MAT-00970,Blister PVC/Alu,packaging,SUP-0114,g,982.53,USD,244,28,cold,40,true,,discontinued
MAT-00971,Barcode Label Roll,label,SUP-0111,units,2846.86,USD,369,59,controlled,18,false,,active
MAT-00972,Ampoule 5ml,packaging,SUP-0162,sheets,3006.97,EUR,169,67,ambient,38,false,,pending_approval
MAT-00973,HDPE Bottle 120cc,packaging,SUP-0088,units,4336.37,GBP,348,74,controlled,25,false,,active
MAT-00974,HPMC Capsule Shell,excipient,SUP-0121,pcs,33.08,INR,84,25,cold,54,false,88258-48-1,active
MAT-00975,Blister PVC/Alu,packaging,SUP-0196,L,968.38,EUR,110,42,controlled,25,false,,discontinued
MAT-00976,Barcode Label Roll,label,SUP-0054,g,3423.89,JPY,345,22,ambient,16,true,,active
MAT-00977,Hypromellose,excipient,SUP-0084,L,3050.81,JPY,243,86,controlled,56,false,95269-44-3,active
MAT-00978,Leaflet Insert A4,label,SUP-0086,units,1854.27,GBP,425,43,ambient,25,false,,discontinued
MAT-00979,Tamper Evident Seal,label,SUP-0015,sheets,28.86,INR,182,85,cold,35,false,,active
MAT-00980,Stearic Acid,excipient,SUP-0076,mL,3310.44,GBP,13,44,ambient,56,false,42738-81-8,pending_approval
MAT-00981,Iron Oxide Red,excipient,SUP-0071,mL,3087.97,USD,39,34,cold,26,false,94587-85-7,active
MAT-00982,Barcode Label Roll,label,SUP-0151,pcs,1249.61,INR,31,15,cold,46,false,,active
MAT-00983,Isopropyl Alcohol,raw_chemical,SUP-0029,rolls,2190.9,INR,69,12,ambient,55,false,19943-29-9,active
MAT-00984,Phosphoric Acid,raw_chemical,SUP-0063,mL,2809.4,GBP,294,72,controlled,22,false,90433-12-2,active
MAT-00985,Ampoule 5ml,packaging,SUP-0192,rolls,4525.56,EUR,95,44,ambient,20,false,,active
MAT-00986,Shrink Wrap Film,packaging,SUP-0067,mL,3388.51,GBP,310,5,cold,13,false,,active
MAT-00987,Shipping Label,label,SUP-0016,pcs,3990.59,JPY,192,5,controlled,33,true,,discontinued
MAT-00988,Glass Vial 20ml,packaging,SUP-0163,pcs,1413.59,USD,377,12,controlled,11,true,,discontinued
MAT-00989,Iron Oxide Red,excipient,SUP-0157,g,2869.84,EUR,385,12,controlled,33,false,61092-67-2,pending_approval
MAT-00990,Carton Box Medium,packaging,SUP-0087,g,908.78,INR,271,58,cold,31,false,,active
MAT-00991,Sodium Hydroxide,raw_chemical,SUP-0083,sheets,94.85,INR,78,36,cold,43,false,69828-68-3,discontinued
MAT-00992,HDPE Bottle 60cc,packaging,SUP-0053,L,944.64,GBP,93,15,cold,40,true,,active
MAT-00993,Methanol AR Grade,raw_chemical,SUP-0081,rolls,4773.33,EUR,337,29,cold,25,true,55661-44-3,active
MAT-00994,Nasal Spray Pump,packaging,SUP-0113,kg,686.99,USD,428,51,cold,34,true,,active
MAT-00995,Losartan Potassium,active_ingredient,SUP-0053,pcs,2193.01,INR,303,18,cold,17,true,21399-36-1,active
MAT-00996,Methanol AR Grade,raw_chemical,SUP-0107,rolls,3748.54,EUR,108,14,controlled,29,false,33510-75-1,active
MAT-00997,Cetirizine HCl,active_ingredient,SUP-0103,kg,1900.46,USD,182,49,ambient,59,true,56954-93-4,active
MAT-00998,Amoxicillin Trihydrate,active_ingredient,SUP-0071,sheets,4379.77,GBP,24,21,cold,17,true,16820-76-2,active
MAT-00999,Leaflet Insert A5,label,SUP-0190,kg,306.38,GBP,191,82,ambient,58,true,,active
MAT-01000,Povidone K30,excipient,SUP-0190,L,4681.49,EUR,187,17,cold,7,false,26798-49-6,pending_approval
