transaction_id,account_id,transaction_date,transaction_type,amount,balance_after,description,merchant_name,merchant_category,channel,status,reference_number
TXN-700203,ACC-601110,2023-08-16 17:22:02,transfer,7558.22,2070.34,ACH Transfer,,,branch,completed,REF-419818892644
TXN-700204,ACC-604072,2024-05-11 15:51:25,payment,2606.75,60961.64,Payment to Allstate,Allstate,Insurance,online,completed,REF-330954725511
TXN-700205,ACC-604959,2023-04-02 21:32:32,deposit,15906.92,5649.72,Wire Transfer In,,,mobile,completed,REF-702073773240
TXN-700206,ACC-600337,2025-04-24 05:58:04,transfer,4463.38,65643.66,Internal Transfer,,,online,completed,REF-407549257908
TXN-700207,ACC-602621,2023-01-26 11:57:05,payment,2759.61,60580.22,Payment to Dropbox,Dropbox,Subscription Services,online,completed,REF-078553922927
TXN-700208,ACC-601074,2023-06-10 08:05:23,withdrawal,3018.56,66135.55,ATM Withdrawal,,,online,completed,REF-967526805535
TXN-700209,ACC-603961,2023-01-22 21:22:55,fee,33.16,88358.91,ATM Fee,,,mobile,completed,REF-411313026026
TXN-700210,ACC-602824,2023-02-17 09:50:27,withdrawal,5381.55,46084.29,ATM Withdrawal,,,online,completed,REF-308763271006
TXN-700211,ACC-601443,2023-04-28 15:45:20,payment,1009.81,17243.82,Payment to Kaiser,Kaiser,Healthcare,branch,completed,REF-591738869461
TXN-700212,ACC-601362,2023-04-03 23:30:58,transfer,588.94,81518.64,Zelle Transfer,,,atm,completed,REF-427768573775
TXN-700213,ACC-602038,2023-12-11 07:32:21,payment,9225.1,5630.74,Payment to McDonalds,McDonalds,Restaurants,online,completed,REF-454220370190
TXN-700214,ACC-603893,2023-07-06 23:28:54,withdrawal,8756.69,38132.15,Cash Withdrawal,,,online,completed,REF-353684212526
TXN-700215,ACC-601680,2023-03-06 20:38:28,transfer,9553.47,93689.96,Zelle Transfer,,,online,completed,REF-580763529591
TXN-700216,ACC-604429,2023-03-26 17:53:58,payment,2304.2,38771.83,Payment to Marathon,Marathon,Gas Stations,mobile,completed,REF-641393815254
TXN-700217,ACC-603311,2024-01-31 18:33:12,deposit,1512.24,82759.26,Wire Transfer In,,,branch,completed,REF-290762282603
TXN-700218,ACC-601732,2024-11-13 15:53:08,withdrawal,4090.2,37519.06,ATM Withdrawal,,,atm,completed,REF-308185591572
TXN-700219,ACC-602474,2023-05-14 20:47:04,deposit,19179.1,40899.48,Mobile Deposit,,,atm,completed,REF-681596261598
TXN-700220,ACC-604346,2024-09-28 04:21:03,transfer,4844.61,23383.69,Internal Transfer,,,online,completed,REF-164783723497
TXN-700221,ACC-604104,2023-11-29 17:50:00,transfer,9296.43,27941.87,Internal Transfer,,,online,failed,REF-454033477206
TXN-700222,ACC-602379,2024-11-13 02:37:37,deposit,5805.41,59624.89,Mobile Deposit,,,branch,completed,REF-816461664618
TXN-700223,ACC-602150,2025-05-02 22:10:29,payment,5514.99,54395.6,Payment to Delta Airlines,Delta Airlines,Travel,mobile,completed,REF-236645757955
TXN-700224,ACC-600728,2025-10-28 23:10:59,fee,40.25,98889.64,ATM Fee,,,branch,completed,REF-350332766334
TXN-700225,ACC-601689,2024-05-01 12:14:46,deposit,617.49,57162.6,Check Deposit,,,branch,completed,REF-283033957767
TXN-700226,ACC-603438,2025-08-09 08:42:49,withdrawal,8290.77,36543.51,Cash Withdrawal,,,online,completed,REF-475847391232
TXN-700227,ACC-602265,2025-11-15 03:20:08,payment,2497.94,51971.52,Payment to Kroger,Kroger,Groceries,online,pending,REF-979772219368
TXN-700228,ACC-600580,2025-09-19 11:48:03,transfer,2759.1,13505.27,Zelle Transfer,,,mobile,completed,REF-486450585448
TXN-700229,ACC-602199,2024-11-17 10:01:43,deposit,13667.8,9904.69,Mobile Deposit,,,atm,pending,REF-994763615982
TXN-700230,ACC-601132,2024-10-04 08:58:01,withdrawal,4590.79,81034.62,Cash Withdrawal,,,online,completed,REF-429844051219
TXN-700231,ACC-600261,2023-08-13 10:20:37,payment,5790.1,77088.11,Payment to Delta Airlines,Delta Airlines,Travel,branch,failed,REF-225078270754
TXN-700232,ACC-604563,2025-09-26 08:49:15,deposit,4875.99,68814.73,Mobile Deposit,,,online,completed,REF-407255051842
TXN-700233,ACC-604413,2024-07-25 15:22:21,withdrawal,7912.25,9801.75,Cash Withdrawal,,,mobile,completed,REF-692769258793
TXN-700234,ACC-604904,2024-08-22 07:56:50,payment,1542.41,14921.5,Payment to Walmart,Walmart,Groceries,branch,completed,REF-826986400530
TXN-700235,ACC-600815,2024-12-22 05:31:09,transfer,8979.73,21140.7,External Transfer,,,mobile,completed,REF-274021223789
TXN-700236,ACC-602107,2023-02-24 14:59:52,payment,8519.87,97945.49,Payment to CVS Pharmacy,CVS Pharmacy,Healthcare,online,reversed,REF-451443846995
TXN-700237,ACC-604324,2024-11-04 22:32:44,payment,1671.43,983.17,Payment to Whole Foods,Whole Foods,Groceries,online,completed,REF-561665183497
TXN-700238,ACC-602347,2023-06-30 09:13:09,deposit,5403.97,84956.59,Check Deposit,,,branch,pending,REF-677591995060
TXN-700239,ACC-601150,2023-02-03 07:15:34,payment,2276.4,59830.44,Payment to Liberty Mutual,Liberty Mutual,Insurance,branch,completed,REF-463639440068
TXN-700240,ACC-601924,2025-04-29 23:45:28,withdrawal,9190.25,51056.31,Cash Withdrawal,,,mobile,completed,REF-902788105537
TXN-700241,ACC-603535,2024-09-16 02:53:52,withdrawal,4125.18,46356.75,ATM Withdrawal,,,online,completed,REF-552148723868
TXN-700242,ACC-603986,2023-06-06 03:35:49,deposit,19411.61,50768.15,Wire Transfer In,,,atm,completed,REF-791489604146
TXN-700243,ACC-602812,2025-01-08 21:17:34,deposit,21026.94,69654.73,Cash Deposit,,,online,pending,REF-940929291218
TXN-700244,ACC-600180,2025-12-19 15:28:42,withdrawal,4024.79,69673.79,Wire Transfer Out,,,mobile,completed,REF-155706271473
TXN-700245,ACC-603681,2023-12-22 02:53:21,payment,5305.03,14843.41,Payment to National Grid,National Grid,Utilities,online,completed,REF-736704870683
TXN-700246,ACC-600291,2025-09-30 23:58:13,withdrawal,149.93,3658.49,ATM Withdrawal,,,atm,reversed,REF-172930001665
TXN-700247,ACC-603843,2023-01-17 01:52:59,deposit,12263.07,59070.1,Cash Deposit,,,mobile,completed,REF-898140732230
TXN-700248,ACC-604573,2025-02-06 01:17:23,deposit,483.81,34643.21,Direct Deposit,,,atm,completed,REF-261740271428
TXN-700249,ACC-602349,2023-07-06 17:22:49,deposit,17878.89,29502.21,Mobile Deposit,,,online,completed,REF-392547892747
TXN-700250,ACC-602029,2025-10-14 11:01:57,fee,42.12,86755.46,Monthly Maintenance Fee,,,online,completed,REF-618642005153
TXN-700251,ACC-604318,2024-02-23 04:10:11,payment,7982.75,46048.27,Payment to Pottery Barn,Pottery Barn,Home Improvement,mobile,completed,REF-400466830370
TXN-700252,ACC-601880,2024-04-01 09:32:47,deposit,22233.35,62116.96,Wire Transfer In,,,branch,reversed,REF-408251526863
TXN-700253,ACC-601431,2023-12-05 08:45:26,payment,8374.62,78699.03,Payment to Ace Hardware,Ace Hardware,Home Improvement,mobile,completed,REF-955280595365
TXN-700254,ACC-602153,2025-08-04 22:00:36,withdrawal,1400.76,14970.85,Cash Withdrawal,,,mobile,completed,REF-095666364267
TXN-700255,ACC-602271,2025-10-10 13:52:34,withdrawal,5348.97,72474.99,ATM Withdrawal,,,mobile,reversed,REF-049734101824
TXN-700256,ACC-602422,2024-05-06 07:18:29,deposit,3404.37,22234.25,Mobile Deposit,,,online,completed,REF-626391232835
TXN-700257,ACC-601814,2023-11-07 02:04:52,payment,9406.9,7109.26,Payment to Firestone,Firestone,Automotive,atm,completed,REF-986552391785
TXN-700258,ACC-601790,2024-01-28 08:54:49,deposit,12017.5,98421.9,Check Deposit,,,online,completed,REF-705631076964
TXN-700259,ACC-604343,2024-03-19 09:50:18,transfer,2900.18,34348.36,Internal Transfer,,,atm,completed,REF-824876885850
TXN-700260,ACC-600004,2024-05-15 16:28:47,payment,596.65,46221.76,Payment to Dropbox,Dropbox,Subscription Services,online,completed,REF-099050120537
TXN-700261,ACC-604337,2024-05-29 11:00:55,withdrawal,3715.27,83293.68,Wire Transfer Out,,,online,pending,REF-511996093692
TXN-700262,ACC-603508,2024-11-01 07:49:17,withdrawal,9590.18,38984.73,ATM Withdrawal,,,mobile,completed,REF-275137515879
TXN-700263,ACC-604900,2025-02-08 20:10:21,fee,5.54,47173.74,Overdraft Fee,,,online,completed,REF-224264497799
TXN-700264,ACC-604379,2024-01-14 13:58:53,fee,24.71,21160.94,Monthly Maintenance Fee,,,mobile,completed,REF-665184326502
TXN-700265,ACC-602496,2024-07-20 12:17:31,payment,6165.14,63047.91,Payment to Sherwin-Williams,Sherwin-Williams,Home Improvement,mobile,completed,REF-792037476786
TXN-700266,ACC-603580,2024-05-30 14:40:16,deposit,17838.98,1718.36,Wire Transfer In,,,online,completed,REF-018355075162
TXN-700267,ACC-602410,2025-12-12 14:00:50,payment,6281.67,46259.31,Payment to USAA,USAA,Insurance,mobile,completed,REF-611664843080
TXN-700268,ACC-601308,2023-11-14 07:08:39,payment,6521.04,63375.08,Payment to AT&T,AT&T,Utilities,atm,completed,REF-046123046226
TXN-700269,ACC-602143,2025-03-28 05:13:34,payment,3671.36,2923.08,Payment to CVS Pharmacy,CVS Pharmacy,Healthcare,atm,completed,REF-908682713049
TXN-700270,ACC-600253,2025-03-01 23:49:58,deposit,13466.71,56489.51,Cash Deposit,,,online,completed,REF-107321292541
TXN-700271,ACC-604694,2025-03-31 09:57:25,payment,8310.24,1305.38,Payment to Costco,Costco,Groceries,branch,completed,REF-534009692563
TXN-700272,ACC-604654,2023-08-22 03:13:55,withdrawal,4229.36,13851.97,Wire Transfer Out,,,online,completed,REF-904539364873
TXN-700273,ACC-600876,2025-06-20 06:25:07,payment,1851.95,48589.55,Payment to Farmers,Farmers,Insurance,online,completed,REF-785188755373
TXN-700274,ACC-600697,2025-12-21 15:08:48,payment,6383.58,99280.98,Payment to Old Navy,Old Navy,Clothing,atm,failed,REF-374690009279
TXN-700275,ACC-602386,2024-01-11 22:40:50,payment,5232.35,17635.13,Payment to HBO Max,HBO Max,Entertainment,branch,completed,REF-265434184726
TXN-700276,ACC-602662,2024-08-05 07:00:55,deposit,17080.21,38311.45,Check Deposit,,,mobile,completed,REF-898148766570
TXN-700277,ACC-604796,2025-08-19 14:08:18,transfer,436.77,87967.05,Zelle Transfer,,,online,completed,REF-864497697457
TXN-700278,ACC-600696,2023-10-27 02:12:11,payment,5998.03,90972.97,Payment to Chilis,Chilis,Restaurants,mobile,completed,REF-950917107956
TXN-700279,ACC-603683,2023-12-20 05:37:04,payment,3926.73,7709.07,Payment to HBO Max,HBO Max,Entertainment,atm,reversed,REF-478997315250
TXN-700280,ACC-601992,2024-07-28 12:38:57,deposit,3722.9,82871.65,Mobile Deposit,,,online,completed,REF-479108712968
TXN-700281,ACC-601875,2024-04-10 21:24:53,withdrawal,8865.75,247.14,Cash Withdrawal,,,online,completed,REF-797481432742
TXN-700282,ACC-600727,2025-08-28 05:25:13,transfer,6956.94,83265.08,Internal Transfer,,,mobile,pending,REF-008846313963
TXN-700283,ACC-600902,2024-05-11 14:19:36,withdrawal,4017.94,68006.99,ATM Withdrawal,,,online,completed,REF-605741196119
TXN-700284,ACC-602285,2024-09-16 22:39:36,withdrawal,3972.35,78276.08,ATM Withdrawal,,,atm,completed,REF-905844930517
TXN-700285,ACC-600759,2025-01-27 01:13:50,fee,33.3,37463.75,Foreign Transaction Fee,,,branch,completed,REF-380281917495
TXN-700286,ACC-603063,2025-03-02 14:40:07,payment,3793.39,56084.91,Payment to CVS Pharmacy,CVS Pharmacy,Healthcare,mobile,failed,REF-657696199201
TXN-700287,ACC-601141,2023-08-05 14:32:50,transfer,4424.92,64290.66,ACH Transfer,,,online,completed,REF-400375790775
TXN-700288,ACC-602265,2024-10-01 15:16:26,deposit,20295.71,55255.13,Mobile Deposit,,,atm,completed,REF-546733099403
TXN-700289,ACC-601134,2025-06-01 19:10:42,withdrawal,4125.34,56435.59,ATM Withdrawal,,,mobile,completed,REF-841252631585
TXN-700290,ACC-604377,2023-10-25 00:49:55,deposit,13151.36,29514.06,Cash Deposit,,,online,pending,REF-594642494747
TXN-700291,ACC-600799,2024-02-14 23:11:17,payment,6009.51,74087.26,Payment to Best Buy Online,Best Buy Online,Online Shopping,online,completed,REF-722593679426
TXN-700292,ACC-604720,2023-10-19 14:01:48,withdrawal,8047.74,74183.43,Cash Withdrawal,,,mobile,completed,REF-649987545819
TXN-700293,ACC-602240,2025-10-12 02:29:27,fee,22.54,84514.54,Foreign Transaction Fee,,,online,completed,REF-900194167557
TXN-700294,ACC-602458,2023-04-05 05:56:13,transfer,6685.41,79129.36,External Transfer,,,mobile,completed,REF-031022521782
TXN-700295,ACC-601042,2023-05-31 21:34:00,deposit,23330.07,15603.86,Mobile Deposit,,,online,failed,REF-082940778375
TXN-700296,ACC-604557,2023-08-22 23:23:52,deposit,20078.64,51643.34,Direct Deposit,,,online,completed,REF-026779959403
TXN-700297,ACC-603951,2025-03-19 06:32:03,deposit,10143.0,83464.94,Check Deposit,,,atm,completed,REF-437745235448
TXN-700298,ACC-602289,2023-08-23 01:25:39,deposit,4308.09,38375.03,Mobile Deposit,,,mobile,completed,REF-895032941999
TXN-700299,ACC-600733,2023-08-09 18:55:57,deposit,11102.77,11639.83,Direct Deposit,,,branch,completed,REF-601910687182
TXN-700300,ACC-601882,2023-03-23 11:07:04,withdrawal,3815.98,966.01,Cash Withdrawal,,,atm,pending,REF-490832532244
TXN-700301,ACC-602591,2024-10-24 18:57:28,payment,5011.6,17983.48,Payment to Verizon,Verizon,Utilities,online,completed,REF-700196990792
TXN-700302,ACC-601235,2024-12-30 22:51:29,deposit,13395.84,87576.37,Check Deposit,,,mobile,completed,REF-142707423509
TXN-700303,ACC-600318,2024-07-03 08:22:48,fee,21.16,99234.21,Foreign Transaction Fee,,,online,completed,REF-282073941038
TXN-700304,ACC-604997,2025-09-13 15:00:14,deposit,12017.45,47402.61,Wire Transfer In,,,atm,completed,REF-916849001165
TXN-700305,ACC-603853,2025-10-08 03:52:09,payment,5222.86,1601.96,Payment to Whole Foods,Whole Foods,Groceries,branch,completed,REF-146501396517
TXN-700306,ACC-602440,2025-01-31 12:24:28,payment,5089.49,75317.12,Payment to LabCorp,LabCorp,Healthcare,atm,completed,REF-124084742984
TXN-700307,ACC-604755,2024-12-27 21:28:49,withdrawal,9000.68,15722.98,ATM Withdrawal,,,atm,completed,REF-245224080380
TXN-700308,ACC-603561,2025-02-01 00:54:38,transfer,4711.9,79485.62,Zelle Transfer,,,atm,completed,REF-649247366976
TXN-700309,ACC-602738,2024-06-24 06:07:22,payment,3883.79,60571.34,Payment to TJ Maxx,TJ Maxx,Clothing,online,completed,REF-518626339445
TXN-700310,ACC-600696,2025-09-20 15:13:07,payment,4370.86,4722.17,Payment to AMC Theatres,AMC Theatres,Entertainment,mobile,completed,REF-525391899025
TXN-700311,ACC-601993,2023-11-01 19:09:47,deposit,1797.39,69684.5,Cash Deposit,,,branch,completed,REF-019018158047
TXN-700312,ACC-600576,2023-09-22 23:48:20,withdrawal,3961.83,94315.25,Wire Transfer Out,,,mobile,completed,REF-267842039136
TXN-700313,ACC-604969,2023-09-05 04:18:28,transfer,2444.46,93224.72,ACH Transfer,,,mobile,completed,REF-873364175241
TXN-700314,ACC-603827,2025-03-04 00:05:06,deposit,18996.35,42328.1,Wire Transfer In,,,mobile,failed,REF-196759584160
TXN-700315,ACC-600200,2023-12-11 00:30:38,withdrawal,8406.11,62074.95,Wire Transfer Out,,,atm,completed,REF-560402809997
TXN-700316,ACC-601497,2023-09-10 22:54:58,payment,3215.84,5928.95,Payment to Nike,Nike,Clothing,online,pending,REF-256151866403
TXN-700317,ACC-604931,2023-05-07 14:59:56,transfer,4328.31,43017.6,External Transfer,,,branch,completed,REF-786484222466
TXN-700318,ACC-603908,2023-04-15 11:27:32,deposit,9897.52,62750.5,Direct Deposit,,,mobile,pending,REF-917895898152
TXN-700319,ACC-604592,2025-03-28 09:11:13,withdrawal,7121.45,36485.9,Cash Withdrawal,,,online,completed,REF-206400080539
TXN-700320,ACC-600199,2025-04-15 07:02:19,withdrawal,9256.8,83957.68,Wire Transfer Out,,,online,pending,REF-927949065068
TXN-700321,ACC-602793,2024-03-20 11:41:08,transfer,4077.2,72667.17,External Transfer,,,branch,completed,REF-062296264040
TXN-700322,ACC-603321,2023-09-20 16:49:35,payment,8849.37,34473.04,Payment to Bed Bath Beyond,Bed Bath Beyond,Home Improvement,mobile,completed,REF-438762625967
TXN-700323,ACC-600328,2025-04-24 05:37:32,withdrawal,8221.04,14073.78,Wire Transfer Out,,,mobile,failed,REF-277679151473
TXN-700324,ACC-603053,2023-01-21 04:37:40,payment,18.87,60377.34,Payment to Duke Energy,Duke Energy,Utilities,branch,pending,REF-295755085164
TXN-700325,ACC-604731,2025-03-06 14:31:54,payment,826.39,95135.88,Payment to Disney+,Disney+,Entertainment,online,completed,REF-729574631801
TXN-700326,ACC-604365,2023-10-25 02:35:05,deposit,8115.14,36650.41,Wire Transfer In,,,online,pending,REF-112560242671
TXN-700327,ACC-601132,2025-12-14 16:50:59,deposit,23921.3,4080.32,Cash Deposit,,,atm,pending,REF-089107157448
TXN-700328,ACC-601405,2023-04-10 02:10:41,transfer,8182.41,76300.17,Zelle Transfer,,,mobile,completed,REF-552571743374
TXN-700329,ACC-600735,2024-12-06 14:21:48,transfer,3471.11,6876.94,Zelle Transfer,,,mobile,completed,REF-615490321313
TXN-700330,ACC-600432,2025-02-18 00:31:30,payment,1251.81,7022.85,Payment to Chilis,Chilis,Restaurants,mobile,completed,REF-190905519372
TXN-700331,ACC-601756,2023-09-15 10:52:27,payment,7507.82,81333.4,Payment to H&M,H&M,Clothing,atm,completed,REF-376879993087
TXN-700332,ACC-601432,2025-03-21 13:29:22,payment,2042.71,97527.83,Payment to Walgreens,Walgreens,Healthcare,online,completed,REF-665987884923
TXN-700333,ACC-600023,2025-10-03 13:28:09,deposit,1094.71,84407.08,Wire Transfer In,,,online,completed,REF-566453655628
TXN-700334,ACC-601040,2023-02-21 06:00:39,withdrawal,818.13,28245.48,ATM Withdrawal,,,atm,completed,REF-415759578779
TXN-700335,ACC-602166,2024-04-26 12:23:40,withdrawal,8470.08,89502.32,Cash Withdrawal,,,online,completed,REF-277433285068
TXN-700336,ACC-601757,2025-08-14 07:40:40,payment,4245.21,55260.75,Payment to B&H Photo,B&H Photo,Electronics,mobile,completed,REF-977503529022
TXN-700337,ACC-604677,2024-01-05 09:31:16,payment,1072.88,5659.12,Payment to BP,BP,Gas Stations,online,completed,REF-612405459837
TXN-700338,ACC-604207,2025-01-31 07:26:21,payment,2620.55,21109.22,Payment to Jiffy Lube,Jiffy Lube,Automotive,mobile,pending,REF-457088559277
TXN-700339,ACC-602942,2024-04-27 19:28:46,withdrawal,2962.08,14141.54,ATM Withdrawal,,,atm,completed,REF-419448757723
TXN-700340,ACC-601571,2025-07-28 03:07:48,withdrawal,711.95,72468.84,ATM Withdrawal,,,online,completed,REF-344572432572
TXN-700341,ACC-600524,2024-06-07 21:54:13,withdrawal,2142.17,81116.63,Wire Transfer Out,,,atm,completed,REF-653447243384
TXN-700342,ACC-602426,2023-11-06 13:12:02,deposit,11128.09,46702.99,Mobile Deposit,,,mobile,completed,REF-747262861087
TXN-700343,ACC-604613,2025-04-17 19:01:14,payment,6435.55,6754.75,Payment to Nike,Nike,Clothing,branch,completed,REF-672967223850
TXN-700344,ACC-602045,2024-09-18 03:08:44,deposit,2779.52,8036.67,Wire Transfer In,,,atm,completed,REF-530558377875
TXN-700345,ACC-601709,2023-02-22 12:47:04,payment,7804.44,9561.1,Payment to Cigna,Cigna,Healthcare,mobile,completed,REF-646888864343
TXN-700346,ACC-602500,2025-08-24 13:30:19,payment,8637.26,51470.19,Payment to PG&E,PG&E,Utilities,online,completed,REF-992313446086
TXN-700347,ACC-600563,2025-07-23 01:23:57,payment,5839.8,22153.41,Payment to Hulu,Hulu,Entertainment,branch,reversed,REF-499095827476
TXN-700348,ACC-603671,2025-02-25 23:09:14,payment,3715.07,5688.47,Payment to Walmart,Walmart,Groceries,mobile,completed,REF-467200823367
TXN-700349,ACC-600473,2023-03-28 02:00:46,payment,1711.36,20649.44,Payment to Walgreens,Walgreens,Healthcare,online,completed,REF-295815332814
TXN-700350,ACC-601593,2024-04-08 03:30:48,transfer,4184.36,24220.18,Internal Transfer,,,atm,completed,REF-029986629281
TXN-700351,ACC-601606,2025-10-28 22:35:05,transfer,1347.36,35917.17,Internal Transfer,,,branch,completed,REF-405547327511
TXN-700352,ACC-600623,2025-08-02 07:42:38,payment,6887.76,23500.87,Payment to HBO Max,HBO Max,Entertainment,online,completed,REF-603718719099
TXN-700353,ACC-604620,2023-12-29 09:58:48,payment,970.24,49118.3,Payment to Firestone,Firestone,Automotive,atm,completed,REF-291555752499
TXN-700354,ACC-604425,2025-05-14 20:32:57,deposit,6489.4,78587.95,Check Deposit,,,mobile,failed,REF-113942958929
