batch_id,product_id,product_name,batch_number,manufacturing_date,expiry_date,quantity_produced,quantity_approved,quantity_rejected,unit_of_measure,facility_id,production_line,status,batch_cost,created_at
BAT-000148,PRD-0028,Ranitidine 150mg,BN-202510-4014,2025-10-19,2027-09-06,480982,462417,18565,tablets,FAC-006,PL-09,recalled,62662.25,2025-10-21 03:06:38
BAT-000149,PRD-0022,Duloxetine 30mg,BN-202308-9401,2023-08-19,2024-09-30,464585,456720,7865,kg,FAC-009,PL-30,qa_review,30737.18,2023-08-19 16:05:42
BAT-000150,PRD-0027,Cetirizine 10mg,BN-202303-6619,2023-03-01,2024-03-09,332107,326280,5827,syringes,FAC-011,PL-01,approved,16137.29,2023-03-03 02:29:08
BAT-000151,PRD-0013,Prednisone 10mg,BN-202311-5480,2023-11-24,2025-04-23,175335,25425,149910,mL,FAC-017,PL-19,rejected,92063.34,2023-11-26 12:57:10
BAT-000152,PRD-0013,Prednisone 10mg,BN-202411-9964,2024-11-06,2025-12-16,239526,60654,178872,bottles,FAC-018,PL-25,rejected,68737.24,2024-11-07 10:39:04
BAT-000153,PRD-0022,Duloxetine 30mg,BN-202301-8774,2023-01-28,2025-03-20,309973,246052,63921,mL,FAC-015,PL-30,rejected,132712.99,2023-01-30 08:54:57
BAT-000154,PRD-0015,Hydrochlorothiazide 25mg,BN-202405-5919,2024-05-04,2026-12-30,117863,116779,1084,tablets,FAC-008,PL-22,approved,135704.87,2024-05-05 07:44:42
BAT-000155,PRD-0026,Aspirin 100mg,BN-202402-4633,2024-02-17,2025-02-20,279262,278598,664,kg,FAC-008,PL-13,qa_review,836.44,2024-02-17 09:33:30
BAT-000156,PRD-0005,Omeprazole 40mg,BN-202403-1267,2024-03-01,2026-08-31,427993,421165,6828,bottles,FAC-020,PL-22,approved,8153.76,2024-03-02 15:50:28
BAT-000157,PRD-0014,Gabapentin 300mg,BN-202504-4847,2025-04-09,2028-02-15,290595,289646,949,mL,FAC-018,PL-24,approved,49623.81,2025-04-11 03:19:07
BAT-000158,PRD-0042,Trastuzumab 150mg,BN-202311-6386,2023-11-08,2024-11-21,360181,359529,652,ampoules,FAC-016,PL-01,approved,15369.26,2023-11-10 02:07:30
BAT-000159,PRD-0047,Dexamethasone 4mg,BN-202402-5212,2024-02-06,2025-07-28,345696,340193,5503,mL,FAC-006,PL-29,approved,64254.18,2024-02-08 01:08:27
BAT-000160,PRD-0011,Ciprofloxacin 250mg,BN-202407-9885,2024-07-15,2025-10-22,402128,399593,2535,capsules,FAC-003,PL-05,approved,131046.56,2024-07-15 12:04:23
BAT-000161,PRD-0016,Clopidogrel 75mg,BN-202304-6530,2023-04-13,2025-01-13,94832,91136,3696,capsules,FAC-017,PL-25,in_production,125361.1,2023-04-14 22:59:50
BAT-000162,PRD-0030,Clarithromycin 500mg,BN-202503-5559,2025-03-04,2026-07-07,253309,66927,186382,capsules,FAC-012,PL-26,rejected,14258.5,2025-03-04 23:14:37
BAT-000163,PRD-0025,Paracetamol 500mg,BN-202310-2415,2023-10-22,2026-05-02,496421,496123,298,capsules,FAC-006,PL-05,approved,51644.13,2023-10-23 11:37:17
BAT-000164,PRD-0045,Infliximab 100mg,BN-202504-6757,2025-04-10,2026-10-25,251971,241624,10347,tablets,FAC-011,PL-28,recalled,58697.09,2025-04-11 23:07:59
BAT-000165,PRD-0007,Amlodipine 5mg,BN-202503-8920,2025-03-07,2027-04-23,112337,110780,1557,capsules,FAC-008,PL-27,qa_review,98725.34,2025-03-08 08:23:34
BAT-000166,PRD-0036,Allopurinol 300mg,BN-202412-4262,2024-12-12,2027-01-12,169932,56242,113690,tablets,FAC-002,PL-15,rejected,28618.04,2024-12-13 19:00:14
BAT-000167,PRD-0023,Tramadol 50mg,BN-202301-7808,2023-01-27,2025-12-07,490643,485094,5549,tablets,FAC-011,PL-28,approved,69790.45,2023-01-27 23:19:45
BAT-000168,PRD-0007,Amlodipine 5mg,BN-202507-3224,2025-07-12,2027-12-27,295341,293433,1908,kg,FAC-016,PL-18,recalled,149422.28,2025-07-14 17:06:09
BAT-000169,PRD-0049,Rosuvastatin 10mg,BN-202406-6194,2024-06-13,2025-10-13,328651,327587,1064,ampoules,FAC-010,PL-18,recalled,123413.6,2024-06-14 01:20:27
BAT-000170,PRD-0003,Metformin 850mg,BN-202306-5231,2023-06-15,2024-08-09,493331,491088,2243,mL,FAC-005,PL-09,approved,51321.21,2023-06-16 16:22:33
BAT-000171,PRD-0005,Omeprazole 40mg,BN-202504-5912,2025-04-04,2027-04-11,40380,40065,315,mL,FAC-001,PL-01,approved,147197.45,2025-04-05 16:42:37
BAT-000172,PRD-0012,Azithromycin 500mg,BN-202305-6939,2023-05-25,2024-10-11,489327,487687,1640,capsules,FAC-004,PL-09,approved,115315.82,2023-05-26 11:08:02
BAT-000173,PRD-0008,Losartan 50mg,BN-202310-4793,2023-10-11,2026-05-23,112311,111989,322,tablets,FAC-009,PL-10,approved,126299.35,2023-10-13 04:31:41
BAT-000174,PRD-0049,Rosuvastatin 10mg,BN-202504-9946,2025-04-20,2026-07-10,426500,96050,330450,bottles,FAC-018,PL-22,rejected,44983.14,2025-04-21 23:21:45
BAT-000175,PRD-0049,Rosuvastatin 10mg,BN-202303-6460,2023-03-05,2025-01-17,482735,481212,1523,bottles,FAC-002,PL-05,approved,10777.76,2023-03-06 20:48:05
BAT-000176,PRD-0001,Amoxicillin 500mg,BN-202306-6916,2023-06-15,2025-10-15,23295,22881,414,mL,FAC-018,PL-04,approved,40010.2,2023-06-17 12:51:44
BAT-000177,PRD-0036,Allopurinol 300mg,BN-202401-2701,2024-01-20,2025-04-12,176145,173112,3033,tablets,FAC-016,PL-07,qa_review,109447.92,2024-01-20 23:17:37
BAT-000178,PRD-0011,Ciprofloxacin 250mg,BN-202511-9568,2025-11-26,2028-04-30,126088,126067,21,bottles,FAC-019,PL-26,approved,109612.77,2025-11-26 16:30:36
BAT-000179,PRD-0032,Propranolol 40mg,BN-202504-7364,2025-04-30,2026-12-29,32127,31911,216,ampoules,FAC-017,PL-10,approved,51968.05,2025-05-01 16:39:25
BAT-000180,PRD-0038,Insulin Lispro 100U,BN-202410-3042,2024-10-01,2027-05-16,151818,150798,1020,mL,FAC-009,PL-21,approved,90985.76,2024-10-01 08:26:08
BAT-000181,PRD-0008,Losartan 50mg,BN-202409-3100,2024-09-21,2027-05-18,101225,57951,43274,vials,FAC-019,PL-04,rejected,145092.57,2024-09-22 15:48:43
BAT-000182,PRD-0009,Simvastatin 40mg,BN-202303-2182,2023-03-04,2024-10-25,132069,112760,19309,mL,FAC-005,PL-07,rejected,41844.09,2023-03-04 18:59:44
BAT-000183,PRD-0037,Insulin Glargine 100U,BN-202301-1225,2023-01-05,2025-11-02,111207,85568,25639,mL,FAC-004,PL-11,rejected,31346.85,2023-01-05 19:03:00
BAT-000184,PRD-0010,Levothyroxine 100mcg,BN-202510-7735,2025-10-03,2027-02-06,456502,451176,5326,mL,FAC-017,PL-22,approved,41622.16,2025-10-05 08:49:27
BAT-000185,PRD-0013,Prednisone 10mg,BN-202509-4080,2025-09-13,2027-02-09,109413,107967,1446,ampoules,FAC-016,PL-16,approved,142396.88,2025-09-14 16:26:19
BAT-000186,PRD-0004,Atorvastatin 20mg,BN-202401-2006,2024-01-27,2025-01-29,228170,226871,1299,tablets,FAC-015,PL-17,approved,43716.4,2024-01-28 18:23:21
BAT-000187,PRD-0008,Losartan 50mg,BN-202403-7982,2024-03-22,2025-08-13,149607,148882,725,tablets,FAC-016,PL-26,approved,114513.68,2024-03-22 08:57:45
BAT-000188,PRD-0038,Insulin Lispro 100U,BN-202412-8362,2024-12-06,2026-11-27,159961,85162,74799,ampoules,FAC-009,PL-27,rejected,71786.87,2024-12-07 23:20:35
BAT-000189,PRD-0018,Montelukast 10mg,BN-202309-1280,2023-09-07,2026-01-10,116639,116093,546,ampoules,FAC-016,PL-13,approved,33221.5,2023-09-08 18:19:07
BAT-000190,PRD-0033,Warfarin 5mg,BN-202509-9552,2025-09-24,2027-02-19,58579,57820,759,bottles,FAC-004,PL-09,approved,129369.36,2025-09-25 13:20:15
BAT-000191,PRD-0020,Sertraline 50mg,BN-202409-4952,2024-09-19,2025-10-09,34013,33904,109,bottles,FAC-009,PL-26,approved,37021.98,2024-09-20 22:34:35
BAT-000192,PRD-0036,Allopurinol 300mg,BN-202508-9143,2025-08-11,2028-03-21,419903,416906,2997,tablets,FAC-005,PL-01,approved,49442.81,2025-08-13 01:26:48
BAT-000193,PRD-0050,Valsartan 80mg,BN-202505-8881,2025-05-10,2027-07-13,298769,298758,11,ampoules,FAC-006,PL-04,approved,110026.53,2025-05-12 08:51:33
BAT-000194,PRD-0049,Rosuvastatin 10mg,BN-202410-4268,2024-10-21,2026-07-05,365918,357008,8910,mL,FAC-020,PL-19,recalled,84821.29,2024-10-22 06:30:24
BAT-000195,PRD-0025,Paracetamol 500mg,BN-202501-1750,2025-01-03,2027-10-04,103901,101241,2660,syringes,FAC-012,PL-16,qa_review,113959.52,2025-01-04 11:00:35
BAT-000196,PRD-0022,Duloxetine 30mg,BN-202502-2249,2025-02-05,2026-09-26,226875,226741,134,capsules,FAC-019,PL-29,approved,20980.86,2025-02-06 04:59:06
BAT-000197,PRD-0003,Metformin 850mg,BN-202311-2681,2023-11-15,2026-03-07,217195,216601,594,kg,FAC-005,PL-08,approved,110834.66,2023-11-15 23:26:18
BAT-000198,PRD-0024,Diclofenac 50mg,BN-202305-7703,2023-05-31,2024-07-06,135457,130645,4812,capsules,FAC-009,PL-21,in_production,88499.62,2023-06-01 16:03:37
BAT-000199,PRD-0014,Gabapentin 300mg,BN-202305-2946,2023-05-26,2025-05-08,485215,465169,20046,capsules,FAC-009,PL-26,qa_review,89949.36,2023-05-28 05:17:50
BAT-000200,PRD-0041,Pembrolizumab 100mg,BN-202401-9864,2024-01-10,2025-02-23,250567,152876,97691,vials,FAC-001,PL-30,rejected,126386.0,2024-01-11 06:57:38
BAT-000201,PRD-0027,Cetirizine 10mg,BN-202405-4757,2024-05-28,2025-09-07,47509,46913,596,bottles,FAC-001,PL-14,approved,104608.67,2024-05-29 18:02:03
BAT-000202,PRD-0049,Rosuvastatin 10mg,BN-202412-2597,2024-12-03,2027-06-25,365872,364991,881,tablets,FAC-009,PL-07,qa_review,26224.2,2024-12-04 04:02:48
BAT-000203,PRD-0015,Hydrochlorothiazide 25mg,BN-202303-4238,2023-03-12,2024-09-10,103684,101972,1712,vials,FAC-010,PL-15,recalled,9660.64,2023-03-13 10:20:00
BAT-000204,PRD-0015,Hydrochlorothiazide 25mg,BN-202508-4345,2025-08-19,2027-01-03,17510,16767,743,syringes,FAC-010,PL-27,in_production,103170.58,2025-08-19 10:48:09
BAT-000205,PRD-0045,Infliximab 100mg,BN-202304-3807,2023-04-09,2024-09-17,249370,249308,62,syringes,FAC-002,PL-18,approved,26676.81,2023-04-10 09:48:04
BAT-000206,PRD-0007,Amlodipine 5mg,BN-202305-7800,2023-05-12,2024-10-19,112036,110777,1259,capsules,FAC-014,PL-08,in_production,105103.29,2023-05-13 05:35:28
BAT-000207,PRD-0018,Montelukast 10mg,BN-202503-8422,2025-03-19,2028-03-18,291978,89741,202237,vials,FAC-020,PL-18,rejected,99247.24,2025-03-19 18:46:05
BAT-000208,PRD-0029,Doxycycline 100mg,BN-202410-8292,2024-10-22,2026-04-16,321313,308293,13020,bottles,FAC-011,PL-09,recalled,91139.06,2024-10-23 23:54:36
BAT-000209,PRD-0050,Valsartan 80mg,BN-202302-9772,2023-02-01,2024-08-19,213764,210688,3076,kg,FAC-003,PL-28,approved,87419.68,2023-02-02 23:41:18
BAT-000210,PRD-0009,Simvastatin 40mg,BN-202303-2854,2023-03-25,2024-11-14,387402,68932,318470,kg,FAC-013,PL-30,rejected,97623.46,2023-03-27 11:31:06
BAT-000211,PRD-0048,Methylprednisolone 16mg,BN-202307-4797,2023-07-30,2024-09-21,272557,263726,8831,vials,FAC-008,PL-30,qa_review,8088.35,2023-07-31 16:17:52
BAT-000212,PRD-0035,Spironolactone 25mg,BN-202304-6556,2023-04-26,2024-12-28,283592,282908,684,capsules,FAC-009,PL-09,approved,50145.34,2023-04-26 14:22:02
BAT-000213,PRD-0012,Azithromycin 500mg,BN-202303-3289,2023-03-10,2025-05-20,258167,254804,3363,ampoules,FAC-003,PL-17,recalled,22599.42,2023-03-11 14:07:51
BAT-000214,PRD-0005,Omeprazole 40mg,BN-202410-6273,2024-10-17,2027-07-28,287642,275555,12087,kg,FAC-006,PL-22,in_production,41808.53,2024-10-18 15:51:50
BAT-000215,PRD-0002,Ibuprofen 200mg,BN-202302-1497,2023-02-21,2024-03-03,409969,409176,793,capsules,FAC-011,PL-06,in_production,113755.0,2023-02-23 03:17:08
BAT-000216,PRD-0038,Insulin Lispro 100U,BN-202305-2609,2023-05-06,2024-07-28,361687,345933,15754,kg,FAC-018,PL-21,qa_review,56045.15,2023-05-08 15:15:18
BAT-000217,PRD-0048,Methylprednisolone 16mg,BN-202507-6125,2025-07-28,2026-08-23,378081,366503,11578,mL,FAC-004,PL-26,qa_review,137181.72,2025-07-30 09:13:01
BAT-000218,PRD-0019,Escitalopram 10mg,BN-202403-9847,2024-03-29,2025-12-21,84505,83294,1211,kg,FAC-010,PL-16,in_production,78572.21,2024-03-30 00:41:29
BAT-000219,PRD-0010,Levothyroxine 100mcg,BN-202309-6146,2023-09-30,2025-07-21,263886,263539,347,mL,FAC-016,PL-02,approved,76317.98,2023-10-02 05:30:05
BAT-000220,PRD-0002,Ibuprofen 200mg,BN-202303-5024,2023-03-10,2025-11-12,26613,26078,535,mL,FAC-012,PL-21,in_production,51552.63,2023-03-11 13:53:51
BAT-000221,PRD-0047,Dexamethasone 4mg,BN-202503-7188,2025-03-12,2026-12-18,278891,272253,6638,capsules,FAC-008,PL-14,qa_review,22816.32,2025-03-13 03:47:58
BAT-000222,PRD-0033,Warfarin 5mg,BN-202312-6999,2023-12-20,2025-11-13,194759,162440,32319,bottles,FAC-006,PL-26,rejected,86735.37,2023-12-22 21:40:04
BAT-000223,PRD-0003,Metformin 850mg,BN-202505-7663,2025-05-08,2026-06-17,328688,328254,434,ampoules,FAC-008,PL-14,approved,90514.33,2025-05-10 00:18:29
BAT-000224,PRD-0036,Allopurinol 300mg,BN-202412-9615,2024-12-15,2027-09-08,187162,186884,278,vials,FAC-005,PL-03,recalled,9576.41,2024-12-15 18:55:29
BAT-000225,PRD-0008,Losartan 50mg,BN-202408-9671,2024-08-31,2026-05-16,438727,436692,2035,tablets,FAC-009,PL-21,approved,110126.11,2024-09-02 04:45:38
BAT-000226,PRD-0012,Azithromycin 500mg,BN-202504-4176,2025-04-30,2027-08-28,262329,253881,8448,mL,FAC-007,PL-17,qa_review,97337.51,2025-05-01 13:26:48
BAT-000227,PRD-0018,Montelukast 10mg,BN-202401-7554,2024-01-12,2025-06-18,353845,349209,4636,bottles,FAC-006,PL-17,in_production,85927.35,2024-01-14 01:53:03
BAT-000228,PRD-0043,Bevacizumab 400mg,BN-202404-4976,2024-04-22,2026-06-13,157021,156852,169,mL,FAC-005,PL-12,qa_review,108476.3,2024-04-24 02:18:14
BAT-000229,PRD-0028,Ranitidine 150mg,BN-202311-2346,2023-11-29,2025-03-14,163311,161248,2063,kg,FAC-002,PL-27,recalled,58832.52,2023-11-30 22:48:45
BAT-000230,PRD-0025,Paracetamol 500mg,BN-202309-5761,2023-09-01,2025-08-29,497050,484806,12244,tablets,FAC-006,PL-13,recalled,118404.52,2023-09-03 08:09:21
BAT-000231,PRD-0044,Nivolumab 240mg,BN-202407-5814,2024-07-27,2026-07-10,285934,208332,77602,ampoules,FAC-001,PL-22,rejected,13148.73,2024-07-28 08:05:32
BAT-000232,PRD-0020,Sertraline 50mg,BN-202409-9689,2024-09-30,2026-07-13,453504,445100,8404,tablets,FAC-008,PL-24,approved,16790.29,2024-10-01 10:20:05
BAT-000233,PRD-0036,Allopurinol 300mg,BN-202512-5512,2025-12-19,2028-05-14,272972,259367,13605,syringes,FAC-005,PL-15,qa_review,91709.24,2025-12-21 06:11:11
BAT-000234,PRD-0004,Atorvastatin 20mg,BN-202511-1942,2025-11-12,2028-10-16,179220,174474,4746,bottles,FAC-008,PL-07,in_production,137514.64,2025-11-13 02:31:41
BAT-000235,PRD-0049,Rosuvastatin 10mg,BN-202407-6162,2024-07-05,2026-01-19,435386,431164,4222,capsules,FAC-013,PL-24,approved,33670.88,2024-07-05 23:43:31
BAT-000236,PRD-0007,Amlodipine 5mg,BN-202305-9621,2023-05-20,2024-08-23,373928,370203,3725,kg,FAC-004,PL-18,approved,7725.38,2023-05-21 10:35:30
BAT-000237,PRD-0016,Clopidogrel 75mg,BN-202507-9070,2025-07-10,2026-10-11,331759,194781,136978,ampoules,FAC-005,PL-13,rejected,96782.22,2025-07-11 07:29:14
BAT-000238,PRD-0003,Metformin 850mg,BN-202409-9272,2024-09-23,2025-10-28,380249,377501,2748,kg,FAC-011,PL-13,in_production,14748.52,2024-09-25 01:53:46
BAT-000239,PRD-0027,Cetirizine 10mg,BN-202505-4028,2025-05-08,2027-10-27,468572,468223,349,ampoules,FAC-001,PL-26,in_production,4895.03,2025-05-08 15:33:01
BAT-000240,PRD-0022,Duloxetine 30mg,BN-202410-9583,2024-10-06,2026-01-28,289222,275499,13723,tablets,FAC-008,PL-23,qa_review,56905.02,2024-10-08 00:10:02
BAT-000241,PRD-0041,Pembrolizumab 100mg,BN-202512-2961,2025-12-27,2028-05-19,139352,88239,51113,mL,FAC-001,PL-29,rejected,93348.19,2025-12-28 09:43:20
BAT-000242,PRD-0026,Aspirin 100mg,BN-202407-1949,2024-07-25,2027-04-10,416279,414085,2194,capsules,FAC-010,PL-20,approved,11101.45,2024-07-25 20:29:12
BAT-000243,PRD-0034,Furosemide 40mg,BN-202509-5788,2025-09-20,2028-04-30,151384,146967,4417,ampoules,FAC-008,PL-13,in_production,79718.33,2025-09-21 00:24:06
BAT-000244,PRD-0002,Ibuprofen 200mg,BN-202506-3795,2025-06-30,2026-11-19,397634,396039,1595,vials,FAC-007,PL-20,approved,90493.7,2025-06-30 14:25:59
BAT-000245,PRD-0005,Omeprazole 40mg,BN-202401-7852,2024-01-09,2026-04-15,145189,143806,1383,capsules,FAC-003,PL-09,approved,140099.79,2024-01-10 22:09:25
BAT-000246,PRD-0048,Methylprednisolone 16mg,BN-202404-1702,2024-04-01,2025-08-12,273462,270126,3336,syringes,FAC-001,PL-25,approved,118908.81,2024-04-02 07:11:24
BAT-000247,PRD-0032,Propranolol 40mg,BN-202409-9508,2024-09-06,2026-11-18,229259,228500,759,capsules,FAC-004,PL-24,recalled,19753.57,2024-09-06 11:10:48
BAT-000248,PRD-0003,Metformin 850mg,BN-202310-7399,2023-10-27,2024-12-21,273764,267845,5919,mL,FAC-020,PL-03,qa_review,122816.76,2023-10-27 19:16:16
BAT-000249,PRD-0025,Paracetamol 500mg,BN-202308-4487,2023-08-28,2026-07-29,239880,234631,5249,capsules,FAC-006,PL-25,in_production,33181.31,2023-08-29 03:13:51
BAT-000250,PRD-0023,Tramadol 50mg,BN-202303-8147,2023-03-22,2025-06-04,267902,266400,1502,capsules,FAC-016,PL-21,approved,127191.04,2023-03-24 00:38:30
BAT-000251,PRD-0049,Rosuvastatin 10mg,BN-202505-4454,2025-05-22,2028-03-11,474126,453772,20354,bottles,FAC-010,PL-24,qa_review,144487.79,2025-05-22 09:25:21
BAT-000252,PRD-0016,Clopidogrel 75mg,BN-202404-8330,2024-04-17,2026-11-05,3599,3464,135,ampoules,FAC-011,PL-10,recalled,35995.14,2024-04-19 01:10:20
BAT-000253,PRD-0036,Allopurinol 300mg,BN-202504-4829,2025-04-01,2026-08-18,214624,211152,3472,syringes,FAC-020,PL-24,in_production,19058.5,2025-04-01 10:55:59
BAT-000254,PRD-0043,Bevacizumab 400mg,BN-202407-1778,2024-07-29,2026-11-03,363339,317541,45798,syringes,FAC-019,PL-19,rejected,106278.31,2024-07-30 10:35:00
BAT-000255,PRD-0019,Escitalopram 10mg,BN-202506-8423,2025-06-10,2026-12-13,491189,467772,23417,bottles,FAC-019,PL-26,in_production,25257.36,2025-06-12 10:31:59
BAT-000256,PRD-0046,Etanercept 50mg,BN-202506-7158,2025-06-08,2028-03-07,495189,225084,270105,bottles,FAC-018,PL-21,rejected,90896.68,2025-06-10 10:03:40
BAT-000257,PRD-0048,Methylprednisolone 16mg,BN-202511-2468,2025-11-15,2028-10-09,400027,385079,14948,bottles,FAC-005,PL-18,recalled,117637.85,2025-11-17 13:41:58
BAT-000258,PRD-0025,Paracetamol 500mg,BN-202509-2686,2025-09-16,2028-04-20,131128,128422,2706,bottles,FAC-001,PL-25,qa_review,75315.54,2025-09-17 00:46:02
BAT-000259,PRD-0037,Insulin Glargine 100U,BN-202508-4030,2025-08-19,2027-03-06,92815,91928,887,ampoules,FAC-010,PL-25,qa_review,21623.19,2025-08-20 09:55:31
BAT-000260,PRD-0026,Aspirin 100mg,BN-202505-1376,2025-05-26,2027-12-20,492535,479172,13363,kg,FAC-005,PL-13,in_production,96215.8,2025-05-27 06:16:48
BAT-000261,PRD-0049,Rosuvastatin 10mg,BN-202410-4537,2024-10-10,2025-11-10,337559,336135,1424,bottles,FAC-018,PL-24,approved,34602.5,2024-10-12 12:07:15
BAT-000262,PRD-0015,Hydrochlorothiazide 25mg,BN-202405-4997,2024-05-21,2027-04-07,348363,345400,2963,vials,FAC-018,PL-25,approved,3116.14,2024-05-21 20:53:14
BAT-000263,PRD-0001,Amoxicillin 500mg,BN-202406-3334,2024-06-19,2026-08-10,466191,357809,108382,mL,FAC-011,PL-01,rejected,82613.2,2024-06-19 20:42:33
BAT-000264,PRD-0026,Aspirin 100mg,BN-202507-8113,2025-07-06,2027-07-08,286475,219395,67080,bottles,FAC-003,PL-26,rejected,82816.79,2025-07-07 20:53:16
BAT-000265,PRD-0025,Paracetamol 500mg,BN-202406-1244,2024-06-19,2026-08-09,331486,324388,7098,kg,FAC-014,PL-04,in_production,100965.74,2024-06-21 07:59:49
BAT-000266,PRD-0010,Levothyroxine 100mcg,BN-202310-2969,2023-10-23,2026-04-16,165466,164087,1379,bottles,FAC-007,PL-25,approved,40423.54,2023-10-25 01:23:56
BAT-000267,PRD-0010,Levothyroxine 100mcg,BN-202401-9339,2024-01-09,2026-09-01,418481,408299,10182,bottles,FAC-002,PL-28,recalled,4903.39,2024-01-10 05:14:52
BAT-000268,PRD-0031,Metoprolol 50mg,BN-202312-9419,2023-12-14,2024-12-14,4414,483,3931,mL,FAC-020,PL-13,rejected,136147.18,2023-12-15 14:26:01
BAT-000269,PRD-0005,Omeprazole 40mg,BN-202303-9255,2023-03-27,2024-07-23,438104,425417,12687,ampoules,FAC-003,PL-03,recalled,100413.1,2023-03-29 08:10:29
BAT-000270,PRD-0022,Duloxetine 30mg,BN-202302-9647,2023-02-09,2024-03-29,496632,484338,12294,tablets,FAC-020,PL-21,in_production,42247.44,2023-02-10 09:09:43
BAT-000271,PRD-0041,Pembrolizumab 100mg,BN-202507-1890,2025-07-31,2026-10-13,450753,237176,213577,kg,FAC-014,PL-25,rejected,26989.79,2025-08-01 22:12:53
BAT-000272,PRD-0034,Furosemide 40mg,BN-202311-3353,2023-11-01,2026-06-19,498771,492035,6736,tablets,FAC-012,PL-08,approved,95806.68,2023-11-02 01:39:47
BAT-000273,PRD-0002,Ibuprofen 200mg,BN-202502-7401,2025-02-08,2027-05-05,233099,230793,2306,vials,FAC-002,PL-23,approved,141468.17,2025-02-08 17:57:32
BAT-000274,PRD-0047,Dexamethasone 4mg,BN-202409-6645,2024-09-18,2026-11-13,353003,348508,4495,tablets,FAC-018,PL-26,qa_review,14264.39,2024-09-19 17:06:08
BAT-000275,PRD-0047,Dexamethasone 4mg,BN-202508-3637,2025-08-29,2027-12-27,484828,484047,781,capsules,FAC-009,PL-01,approved,59893.2,2025-08-30 22:13:02
BAT-000276,PRD-0044,Nivolumab 240mg,BN-202504-4320,2025-04-08,2027-01-02,36210,35804,406,kg,FAC-008,PL-03,qa_review,140617.63,2025-04-09 16:39:53
BAT-000277,PRD-0023,Tramadol 50mg,BN-202309-8654,2023-09-24,2025-04-18,181743,181298,445,capsules,FAC-015,PL-01,approved,31135.1,2023-09-24 11:36:23
BAT-000278,PRD-0044,Nivolumab 240mg,BN-202306-7223,2023-06-07,2024-08-25,317107,317100,7,capsules,FAC-008,PL-25,qa_review,63573.98,2023-06-09 07:01:52
BAT-000279,PRD-0043,Bevacizumab 400mg,BN-202405-6651,2024-05-08,2025-09-20,246224,241751,4473,mL,FAC-004,PL-07,approved,33128.93,2024-05-08 19:48:00
BAT-000280,PRD-0043,Bevacizumab 400mg,BN-202504-1805,2025-04-26,2027-02-23,162007,159580,2427,vials,FAC-019,PL-11,approved,7643.95,2025-04-28 00:06:41
BAT-000281,PRD-0019,Escitalopram 10mg,BN-202503-5512,2025-03-03,2026-04-16,429585,415457,14128,bottles,FAC-002,PL-08,in_production,68034.93,2025-03-05 12:11:35
BAT-000282,PRD-0017,Pantoprazole 40mg,BN-202306-3322,2023-06-07,2025-07-18,247624,246737,887,kg,FAC-016,PL-22,approved,77251.92,2023-06-08 08:29:53
BAT-000283,PRD-0005,Omeprazole 40mg,BN-202301-9785,2023-01-22,2024-07-05,336052,319945,16107,vials,FAC-004,PL-21,in_production,29411.12,2023-01-24 04:27:42
BAT-000284,PRD-0027,Cetirizine 10mg,BN-202309-8175,2023-09-24,2026-05-02,287326,283302,4024,ampoules,FAC-014,PL-28,approved,124036.89,2023-09-26 01:26:35
BAT-000285,PRD-0016,Clopidogrel 75mg,BN-202306-6217,2023-06-28,2025-12-06,93912,92517,1395,mL,FAC-001,PL-11,approved,34721.79,2023-06-29 19:58:07
BAT-000286,PRD-0048,Methylprednisolone 16mg,BN-202302-9922,2023-02-05,2025-06-23,412884,62995,349889,mL,FAC-013,PL-22,rejected,139102.26,2023-02-05 22:28:13
BAT-000287,PRD-0030,Clarithromycin 500mg,BN-202501-4865,2025-01-13,2027-12-30,33028,32520,508,mL,FAC-017,PL-25,approved,121237.05,2025-01-13 02:06:31
BAT-000288,PRD-0024,Diclofenac 50mg,BN-202301-3800,2023-01-04,2025-01-23,284440,283058,1382,vials,FAC-008,PL-21,qa_review,52720.92,2023-01-06 07:56:26
BAT-000289,PRD-0011,Ciprofloxacin 250mg,BN-202305-1243,2023-05-14,2025-06-19,356858,344864,11994,syringes,FAC-018,PL-15,recalled,140590.28,2023-05-16 17:21:48
BAT-000290,PRD-0017,Pantoprazole 40mg,BN-202409-9566,2024-09-21,2027-04-27,79821,62289,17532,vials,FAC-003,PL-19,rejected,21242.24,2024-09-22 14:03:33
BAT-000291,PRD-0026,Aspirin 100mg,BN-202412-9753,2024-12-10,2027-08-10,21675,21373,302,bottles,FAC-008,PL-14,approved,93703.83,2024-12-11 22:58:08
