policy_id,customer_id,policy_type,policy_number,start_date,end_date,premium_amount,coverage_amount,deductible,status,agent_id,created_at
POL-200207,101919,health,INS-45565232,2025-12-07,2028-12-06,4105.84,226880.71,1000,expired,AGT-0177,2025-11-12 00:00:00
POL-200208,100218,home,INS-21489441,2025-07-18,2026-07-18,4180.03,896282.01,500,expired,AGT-0130,2025-06-22 00:00:00
POL-200209,100221,health,INS-39995176,2023-10-23,2024-10-22,3489.94,313490.37,5000,active,AGT-0054,2023-10-05 00:00:00
POL-200210,101308,auto,INS-99330381,2024-01-27,2025-01-26,130.29,302826.23,500,active,AGT-0199,2024-01-05 00:00:00
POL-200211,100147,auto,INS-56959070,2024-06-03,2026-06-03,4757.51,427698.35,1000,expired,AGT-0003,2024-05-11 00:00:00
POL-200212,101224,life,INS-56951063,2024-12-03,2026-12-03,1905.83,310748.74,2000,expired,AGT-0123,2024-11-12 00:00:00
POL-200213,101260,auto,INS-61128740,2025-10-03,2026-10-03,2524.97,357981.99,1000,expired,AGT-0099,2025-09-08 00:00:00
POL-200214,101104,auto,INS-81173069,2025-05-15,2028-05-14,2956.27,881829.39,2500,active,AGT-0007,2025-05-02 00:00:00
POL-200215,100080,health,INS-93821452,2023-06-27,2025-06-26,1298.17,101128.35,500,expired,AGT-0184,2023-06-06 00:00:00
POL-200216,101889,auto,INS-87899996,2025-07-20,2027-07-20,3757.81,248964.85,1500,active,AGT-0080,2025-07-02 00:00:00
POL-200217,101592,health,INS-28930284,2024-03-19,2027-03-19,2082.51,20191.01,500,expired,AGT-0173,2024-02-23 00:00:00
POL-200218,100058,health,INS-05218505,2023-05-22,2026-05-21,947.1,281993.74,2000,active,AGT-0138,2023-05-01 00:00:00
POL-200219,101484,auto,INS-60831912,2024-06-02,2027-06-02,632.46,521568.96,500,pending,AGT-0076,2024-05-05 00:00:00
POL-200220,100334,auto,INS-60485896,2024-08-17,2027-08-17,1690.51,118577.82,500,pending,AGT-0020,2024-08-10 00:00:00
POL-200221,100988,health,INS-54981844,2024-05-25,2025-05-25,1967.15,747085.47,2500,pending,AGT-0198,2024-05-12 00:00:00
POL-200222,100090,life,INS-09386547,2024-01-10,2025-01-09,1733.35,686202.8,5000,active,AGT-0183,2023-12-26 00:00:00
POL-200223,101656,auto,INS-19270548,2023-07-27,2024-07-26,739.07,742952.83,2000,expired,AGT-0113,2023-07-11 00:00:00
POL-200224,100751,health,INS-74870566,2023-02-12,2026-02-11,2649.62,696873.97,2500,expired,AGT-0108,2023-01-27 00:00:00
POL-200225,100069,life,INS-23005609,2025-06-12,2028-06-11,3525.14,76269.16,250,active,AGT-0171,2025-05-31 00:00:00
POL-200226,100973,health,INS-44615012,2025-11-04,2026-11-04,4537.75,876777.65,250,active,AGT-0023,2025-10-16 00:00:00
POL-200227,100383,home,INS-35066566,2025-07-02,2028-07-01,4982.78,379583.7,1000,active,AGT-0169,2025-06-26 00:00:00
POL-200228,101193,health,INS-05059085,2023-08-26,2026-08-25,246.79,210422.79,1000,active,AGT-0180,2023-08-13 00:00:00
POL-200229,100023,life,INS-57657893,2023-05-03,2026-05-02,3951.03,121625.06,2500,active,AGT-0136,2023-05-02 00:00:00
POL-200230,100622,home,INS-79391947,2024-10-16,2025-10-16,4309.9,803213.04,500,expired,AGT-0123,2024-09-30 00:00:00
POL-200231,100439,auto,INS-43729903,2023-12-20,2025-12-19,2787.51,630759.5,5000,cancelled,AGT-0038,2023-11-28 00:00:00
POL-200232,100261,home,INS-52196091,2023-05-20,2025-05-19,2591.25,987488.1,2000,active,AGT-0161,2023-04-25 00:00:00
POL-200233,100847,life,INS-02764714,2024-04-06,2026-04-06,2061.64,754847.24,250,cancelled,AGT-0200,2024-03-24 00:00:00
POL-200234,100057,home,INS-24321119,2025-02-04,2027-02-04,2276.65,838008.72,500,expired,AGT-0033,2025-01-19 00:00:00
POL-200235,101260,health,INS-02662377,2023-11-19,2024-11-18,3014.95,294751.4,5000,active,AGT-0154,2023-11-18 00:00:00
POL-200236,100855,auto,INS-38133098,2023-06-23,2026-06-22,4463.67,154108.15,2500,active,AGT-0072,2023-06-10 00:00:00
POL-200237,100576,health,INS-31452378,2024-11-30,2026-11-30,4189.81,609242.91,1000,cancelled,AGT-0121,2024-11-13 00:00:00
POL-200238,100999,health,INS-03463328,2023-10-09,2025-10-08,1718.52,694509.83,1000,expired,AGT-0158,2023-09-18 00:00:00
POL-200239,100129,life,INS-74256568,2024-07-03,2026-07-03,4380.02,598489.48,500,active,AGT-0083,2024-06-03 00:00:00
POL-200240,100491,home,INS-66805800,2024-12-14,2026-12-14,999.64,341648.5,2500,active,AGT-0068,2024-11-24 00:00:00
POL-200241,100869,home,INS-05895381,2023-10-13,2026-10-12,1510.33,690232.35,1000,expired,AGT-0142,2023-10-02 00:00:00
POL-200242,100419,health,INS-57501543,2025-12-01,2026-12-01,630.19,725515.12,1000,expired,AGT-0053,2025-11-11 00:00:00
POL-200243,101618,life,INS-85781807,2024-01-10,2027-01-09,4057.41,381248.64,1500,active,AGT-0070,2023-12-11 00:00:00
POL-200244,101164,health,INS-79491488,2024-11-30,2025-11-30,1310.89,81329.74,250,pending,AGT-0141,2024-11-17 00:00:00
POL-200245,100007,auto,INS-15144661,2024-01-22,2026-01-21,4642.64,460212.96,2000,expired,AGT-0071,2024-01-05 00:00:00
POL-200246,101163,health,INS-99541710,2024-02-12,2026-02-11,302.42,433430.22,1500,expired,AGT-0122,2024-01-29 00:00:00
POL-200247,100793,life,INS-06562666,2023-09-02,2024-09-01,946.47,367721.58,5000,pending,AGT-0011,2023-08-05 00:00:00
POL-200248,100144,life,INS-88545536,2023-08-09,2026-08-08,2699.35,136147.89,250,pending,AGT-0176,2023-07-26 00:00:00
POL-200249,100420,auto,INS-37766599,2023-05-03,2024-05-02,601.59,977067.9,2500,active,AGT-0111,2023-04-25 00:00:00
POL-200250,100473,home,INS-59902344,2024-06-30,2027-06-30,1800.08,243998.71,250,expired,AGT-0082,2024-06-05 00:00:00
POL-200251,100451,home,INS-23816226,2025-02-23,2026-02-23,2731.47,27266.17,500,active,AGT-0190,2025-02-03 00:00:00
POL-200252,101995,life,INS-64849186,2025-09-22,2026-09-22,523.63,846928.45,500,active,AGT-0157,2025-09-16 00:00:00
POL-200253,101827,home,INS-14628836,2024-03-27,2026-03-27,581.57,246383.04,1000,active,AGT-0154,2024-02-28 00:00:00
POL-200254,100792,health,INS-35805331,2024-03-13,2025-03-13,546.81,91177.17,2500,active,AGT-0039,2024-02-18 00:00:00
POL-200255,101819,health,INS-51313561,2025-02-17,2026-02-17,2729.26,279006.07,2500,active,AGT-0135,2025-02-06 00:00:00
POL-200256,100660,auto,INS-17027847,2025-10-19,2028-10-18,3097.41,839836.76,2000,active,AGT-0037,2025-09-26 00:00:00
POL-200257,100159,health,INS-34479372,2023-12-11,2025-12-10,1075.3,321069.66,1500,active,AGT-0184,2023-12-01 00:00:00
POL-200258,101841,home,INS-23917619,2025-02-16,2028-02-16,4394.77,961048.53,2500,pending,AGT-0063,2025-01-26 00:00:00
POL-200259,101429,auto,INS-68225885,2025-07-15,2028-07-14,4010.5,394981.18,1000,active,AGT-0006,2025-06-29 00:00:00
POL-200260,100894,health,INS-84313574,2025-05-18,2026-05-18,2214.94,354747.75,1000,active,AGT-0067,2025-05-02 00:00:00
POL-200261,100324,home,INS-08747407,2024-03-24,2027-03-24,3242.79,603114.17,5000,active,AGT-0010,2024-03-11 00:00:00
POL-200262,100747,auto,INS-39729617,2024-04-13,2025-04-13,3550.17,167166.13,2000,expired,AGT-0013,2024-04-04 00:00:00
POL-200263,100163,life,INS-56577990,2025-07-16,2026-07-16,1501.11,859915.25,1000,cancelled,AGT-0048,2025-07-08 00:00:00
POL-200264,100839,life,INS-61834425,2023-12-08,2026-12-07,380.56,873092.01,2000,active,AGT-0168,2023-11-12 00:00:00
POL-200265,101607,home,INS-11809545,2024-08-13,2027-08-13,2377.73,429031.37,500,active,AGT-0051,2024-07-24 00:00:00
POL-200266,101460,auto,INS-51924152,2023-05-18,2024-05-17,1381.77,785312.15,2000,active,AGT-0119,2023-04-30 00:00:00
POL-200267,101559,life,INS-86348401,2024-01-02,2025-01-01,2691.6,194938.64,5000,active,AGT-0044,2023-12-08 00:00:00
POL-200268,100558,auto,INS-61706491,2025-10-22,2028-10-21,4479.45,399867.62,500,active,AGT-0040,2025-09-24 00:00:00
POL-200269,100271,home,INS-44533752,2025-01-22,2028-01-22,3926.63,467781.16,1500,active,AGT-0029,2024-12-30 00:00:00
POL-200270,100509,home,INS-01569146,2023-03-28,2024-03-27,4915.14,144545.21,1000,active,AGT-0126,2023-03-06 00:00:00
POL-200271,101545,health,INS-16415733,2025-04-07,2028-04-06,2359.77,650879.72,2000,active,AGT-0156,2025-03-19 00:00:00
POL-200272,101472,health,INS-76840913,2024-05-29,2027-05-29,4687.51,175226.57,5000,active,AGT-0010,2024-05-22 00:00:00
POL-200273,100151,life,INS-41781090,2024-09-03,2025-09-03,3041.76,418288.87,1500,active,AGT-0007,2024-08-23 00:00:00
POL-200274,100998,home,INS-71957145,2023-02-02,2024-02-02,2205.91,642069.14,500,active,AGT-0152,2023-01-07 00:00:00
POL-200275,101554,home,INS-14951495,2024-09-10,2026-09-10,1260.23,26214.26,500,pending,AGT-0065,2024-08-25 00:00:00
POL-200276,100818,health,INS-58387368,2025-08-10,2027-08-10,4417.8,468666.31,1500,pending,AGT-0063,2025-08-05 00:00:00
POL-200277,101838,auto,INS-07296618,2024-08-28,2026-08-28,312.94,470438.52,1500,cancelled,AGT-0111,2024-08-25 00:00:00
POL-200278,101226,life,INS-08438816,2024-12-27,2027-12-27,2780.45,50119.17,5000,cancelled,AGT-0018,2024-12-15 00:00:00
POL-200279,100679,home,INS-84827230,2024-09-27,2027-09-27,871.43,992178.57,500,expired,AGT-0144,2024-09-18 00:00:00
POL-200280,100123,auto,INS-99070464,2025-11-09,2026-11-09,3171.84,377553.77,1500,active,AGT-0157,2025-10-25 00:00:00
POL-200281,100711,life,INS-45030060,2024-08-06,2026-08-06,302.04,521827.55,250,cancelled,AGT-0195,2024-07-21 00:00:00
POL-200282,100888,auto,INS-45199081,2025-11-02,2026-11-02,4993.29,161796.71,5000,active,AGT-0170,2025-10-10 00:00:00
POL-200283,100901,life,INS-87330027,2023-10-22,2024-10-21,3822.44,204370.9,2000,active,AGT-0101,2023-10-14 00:00:00
POL-200284,100086,auto,INS-63272237,2024-09-12,2025-09-12,4770.12,202548.51,2000,active,AGT-0039,2024-08-29 00:00:00
POL-200285,101121,life,INS-36950432,2024-03-07,2025-03-07,4955.58,171757.53,250,active,AGT-0124,2024-02-10 00:00:00
POL-200286,100136,home,INS-60590473,2025-08-17,2026-08-17,4627.87,498547.41,250,expired,AGT-0088,2025-07-28 00:00:00
POL-200287,101491,life,INS-53522654,2025-08-18,2027-08-18,2906.37,552446.11,5000,expired,AGT-0162,2025-07-27 00:00:00
POL-200288,100669,home,INS-93053973,2025-12-01,2028-11-30,1430.87,597911.82,500,active,AGT-0006,2025-11-17 00:00:00
POL-200289,100990,life,INS-45135996,2024-11-03,2027-11-03,1537.82,973033.53,1500,active,AGT-0152,2024-10-24 00:00:00
POL-200290,101642,life,INS-42606009,2023-08-07,2024-08-06,2797.32,846043.31,500,cancelled,AGT-0064,2023-07-23 00:00:00
POL-200291,101854,home,INS-89727405,2023-07-21,2026-07-20,2733.94,369362.98,2500,active,AGT-0146,2023-07-10 00:00:00
POL-200292,100613,auto,INS-14316411,2024-05-11,2025-05-11,3134.14,949006.71,2500,active,AGT-0081,2024-04-11 00:00:00
POL-200293,101822,auto,INS-99136564,2025-06-11,2027-06-11,4084.55,162505.48,1500,pending,AGT-0086,2025-05-30 00:00:00
POL-200294,100243,life,INS-02542600,2024-04-27,2026-04-27,4401.57,496942.17,1500,expired,AGT-0104,2024-04-13 00:00:00
POL-200295,101740,home,INS-62892238,2024-08-09,2025-08-09,3072.33,173245.48,500,expired,AGT-0152,2024-07-27 00:00:00
POL-200296,101748,auto,INS-43579938,2023-07-26,2024-07-25,457.44,740055.91,500,expired,AGT-0127,2023-06-27 00:00:00
POL-200297,100190,home,INS-95945892,2023-04-16,2024-04-15,2382.48,42357.78,1000,pending,AGT-0094,2023-03-25 00:00:00
POL-200298,101405,life,INS-25174752,2023-06-29,2024-06-28,867.85,316669.72,250,active,AGT-0150,2023-06-26 00:00:00
POL-200299,100081,auto,INS-94977565,2024-01-29,2025-01-28,4490.43,825949.01,1500,active,AGT-0152,2024-01-19 00:00:00
POL-200300,101261,auto,INS-51288956,2024-08-05,2025-08-05,371.47,610106.06,1000,active,AGT-0199,2024-07-13 00:00:00
POL-200301,101055,auto,INS-38367665,2025-10-13,2028-10-12,1157.77,290860.05,1500,cancelled,AGT-0171,2025-10-07 00:00:00
POL-200302,101424,health,INS-70310122,2025-07-15,2027-07-15,4760.94,313334.77,2500,expired,AGT-0103,2025-07-01 00:00:00
POL-200303,101653,home,INS-13387534,2024-09-25,2027-09-25,1666.72,248274.47,500,expired,AGT-0010,2024-09-22 00:00:00
POL-200304,100121,auto,INS-21448354,2023-10-30,2024-10-29,4991.22,134848.65,2500,active,AGT-0198,2023-10-19 00:00:00
POL-200305,101409,life,INS-57498839,2024-05-04,2027-05-04,2433.9,415781.76,2500,expired,AGT-0172,2024-04-16 00:00:00
POL-200306,101494,life,INS-68382525,2024-03-05,2026-03-05,3298.1,370567.24,1500,active,AGT-0017,2024-03-03 00:00:00
POL-200307,100065,life,INS-43093535,2025-03-08,2026-03-08,4071.97,468868.91,1500,cancelled,AGT-0083,2025-02-21 00:00:00
POL-200308,100273,life,INS-21517346,2025-05-14,2028-05-13,1608.2,916338.31,2000,cancelled,AGT-0048,2025-05-13 00:00:00
POL-200309,101781,home,INS-60689924,2024-05-28,2026-05-28,511.42,876765.75,1000,active,AGT-0036,2024-05-20 00:00:00
POL-200310,101051,health,INS-71575610,2024-07-23,2025-07-23,3617.88,423691.49,5000,active,AGT-0093,2024-06-30 00:00:00
POL-200311,100703,life,INS-80103022,2024-11-21,2025-11-21,567.76,773852.35,2000,active,AGT-0038,2024-11-10 00:00:00
POL-200312,101394,life,INS-12395512,2025-12-23,2027-12-23,4453.45,993694.76,2000,pending,AGT-0051,2025-12-09 00:00:00
POL-200313,101577,auto,INS-16983232,2025-07-20,2028-07-19,2975.33,297291.35,5000,active,AGT-0073,2025-07-09 00:00:00
POL-200314,100037,health,INS-85414226,2023-05-09,2025-05-08,4156.29,423072.67,1500,pending,AGT-0156,2023-04-20 00:00:00
POL-200315,100473,life,INS-32621445,2024-04-01,2026-04-01,1360.27,892598.06,5000,active,AGT-0059,2024-03-10 00:00:00
POL-200316,101853,life,INS-37150451,2025-03-19,2027-03-19,71.21,236928.64,500,pending,AGT-0116,2025-03-11 00:00:00
POL-200317,100814,auto,INS-96787788,2025-05-30,2026-05-30,4795.26,804367.27,1000,expired,AGT-0140,2025-05-16 00:00:00
POL-200318,100034,life,INS-01159132,2023-04-15,2025-04-14,4944.9,221280.41,2500,expired,AGT-0200,2023-04-11 00:00:00
POL-200319,101752,home,INS-68423263,2025-03-07,2028-03-06,3642.32,185464.35,2500,active,AGT-0176,2025-02-21 00:00:00
POL-200320,100164,life,INS-55469033,2024-05-17,2026-05-17,152.42,138578.7,2500,expired,AGT-0044,2024-04-25 00:00:00
POL-200321,100599,life,INS-69310571,2025-05-01,2026-05-01,4534.47,212052.39,500,active,AGT-0196,2025-04-01 00:00:00
POL-200322,100592,life,INS-97323815,2023-05-21,2024-05-20,4914.93,874488.95,5000,pending,AGT-0062,2023-05-18 00:00:00
POL-200323,101595,life,INS-45527876,2024-01-02,2025-01-01,3836.26,344154.54,2000,cancelled,AGT-0200,2023-12-15 00:00:00
POL-200324,100953,auto,INS-26023564,2025-09-12,2028-09-11,3091.11,787642.03,1000,cancelled,AGT-0091,2025-09-06 00:00:00
POL-200325,100795,home,INS-09309998,2024-05-27,2027-05-27,140.23,914741.07,5000,pending,AGT-0197,2024-05-24 00:00:00
POL-200326,100130,home,INS-68919507,2023-10-26,2025-10-25,843.68,817065.77,2000,active,AGT-0194,2023-10-05 00:00:00
POL-200327,100720,auto,INS-86796999,2024-11-27,2026-11-27,3973.69,438077.54,5000,expired,AGT-0104,2024-11-20 00:00:00
POL-200328,100344,home,INS-93819194,2025-09-17,2028-09-16,3751.28,76231.56,2500,active,AGT-0169,2025-08-18 00:00:00
POL-200329,101870,health,INS-87461231,2025-07-26,2027-07-26,1644.96,375182.1,250,active,AGT-0049,2025-07-25 00:00:00
POL-200330,101170,life,INS-90024155,2023-02-05,2026-02-04,4672.9,652229.66,1500,expired,AGT-0002,2023-01-25 00:00:00
POL-200331,101766,health,INS-17586373,2023-06-24,2024-06-23,4222.96,598702.01,2000,cancelled,AGT-0152,2023-06-19 00:00:00
POL-200332,100970,health,INS-53327028,2024-11-28,2025-11-28,3143.49,42155.3,5000,expired,AGT-0063,2024-11-18 00:00:00
POL-200333,101100,health,INS-99666868,2024-08-23,2025-08-23,4300.35,64363.88,1000,expired,AGT-0036,2024-07-31 00:00:00
POL-200334,100529,health,INS-58431162,2023-11-10,2025-11-09,1732.71,417909.53,250,pending,AGT-0094,2023-11-07 00:00:00
POL-200335,101021,life,INS-10651494,2024-09-06,2026-09-06,162.52,981441.33,1000,active,AGT-0024,2024-08-09 00:00:00
POL-200336,100282,auto,INS-73965431,2025-01-12,2026-01-12,521.03,271557.85,1000,active,AGT-0032,2025-01-06 00:00:00
POL-200337,101181,home,INS-05577103,2023-06-11,2024-06-10,292.94,318373.64,5000,expired,AGT-0139,2023-05-12 00:00:00
POL-200338,101760,auto,INS-02759608,2024-08-31,2027-08-31,3306.6,109431.36,1500,cancelled,AGT-0011,2024-08-21 00:00:00
POL-200339,101882,health,INS-89586979,2023-07-10,2026-07-09,1699.67,743683.38,500,active,AGT-0151,2023-07-09 00:00:00
POL-200340,100219,health,INS-35843423,2023-03-29,2025-03-28,4057.03,411928.8,250,active,AGT-0152,2023-03-11 00:00:00
POL-200341,101834,home,INS-14945212,2023-06-17,2025-06-16,883.48,652000.9,2000,expired,AGT-0027,2023-05-27 00:00:00
POL-200342,101664,auto,INS-58606209,2025-08-21,2026-08-21,3657.31,135394.81,2500,pending,AGT-0175,2025-08-04 00:00:00
POL-200343,100489,health,INS-81804099,2023-01-11,2026-01-10,2638.73,280581.27,5000,expired,AGT-0049,2022-12-26 00:00:00
POL-200344,101122,home,INS-91514140,2023-05-02,2025-05-01,1094.49,670213.46,500,cancelled,AGT-0075,2023-04-20 00:00:00
POL-200345,100279,health,INS-50850134,2025-04-22,2028-04-21,1473.93,256540.37,5000,cancelled,AGT-0181,2025-04-08 00:00:00
POL-200346,100523,health,INS-74296364,2023-01-03,2024-01-03,2057.45,199253.29,1000,expired,AGT-0148,2022-12-28 00:00:00
POL-200347,101668,auto,INS-12264725,2024-05-24,2025-05-24,3569.79,238547.09,500,expired,AGT-0188,2024-05-21 00:00:00
POL-200348,101401,health,INS-43924539,2023-09-30,2024-09-29,1418.92,121487.42,250,expired,AGT-0184,2023-09-26 00:00:00
POL-200349,101700,auto,INS-60424081,2025-04-26,2026-04-26,1739.72,452603.76,500,expired,AGT-0032,2025-03-29 00:00:00
POL-200350,100756,life,INS-74425396,2025-04-21,2027-04-21,3314.63,683511.38,1500,expired,AGT-0163,2025-04-16 00:00:00
POL-200351,100424,health,INS-85276820,2024-12-24,2025-12-24,4356.26,859532.45,2500,active,AGT-0126,2024-12-15 00:00:00
POL-200352,100896,auto,INS-91881224,2024-05-31,2025-05-31,2194.8,167019.05,5000,cancelled,AGT-0016,2024-05-07 00:00:00
POL-200353,100940,life,INS-66142809,2024-02-22,2026-02-21,596.56,294337.84,1000,active,AGT-0110,2024-01-28 00:00:00
POL-200354,100029,health,INS-70209790,2025-12-20,2026-12-20,2953.1,354364.55,2500,active,AGT-0052,2025-11-27 00:00:00
POL-200355,101770,life,INS-96351591,2025-09-03,2027-09-03,1384.72,485546.78,1500,pending,AGT-0005,2025-08-09 00:00:00
POL-200356,100481,health,INS-17533170,2025-02-26,2026-02-26,4933.14,556229.09,2500,pending,AGT-0029,2025-02-17 00:00:00
POL-200357,101478,life,INS-25337970,2025-12-05,2027-12-05,3465.04,279093.99,2500,expired,AGT-0080,2025-11-11 00:00:00
POL-200358,100827,auto,INS-86043775,2023-05-09,2026-05-08,4787.91,116047.96,1000,active,AGT-0063,2023-04-14 00:00:00
POL-200359,101962,home,INS-87253717,2025-10-14,2028-10-13,66.69,959035.3,1000,cancelled,AGT-0198,2025-09-26 00:00:00
POL-200360,100860,life,INS-20153330,2023-01-03,2025-01-02,1007.42,117381.57,1000,expired,AGT-0109,2022-12-25 00:00:00
POL-200361,101426,life,INS-03256964,2024-02-13,2027-02-12,2039.67,843490.93,2000,expired,AGT-0092,2024-02-09 00:00:00
POL-200362,100779,health,INS-74133115,2024-02-06,2025-02-05,1657.34,859218.48,1000,active,AGT-0062,2024-01-19 00:00:00
POL-200363,100683,health,INS-19683948,2024-04-11,2026-04-11,4789.63,26267.06,250,active,AGT-0036,2024-04-03 00:00:00
POL-200364,100842,auto,INS-42266315,2024-02-24,2026-02-23,2091.18,995996.49,250,active,AGT-0141,2024-02-09 00:00:00
POL-200365,101472,home,INS-43099034,2024-03-28,2027-03-28,1111.94,377168.21,250,active,AGT-0151,2024-03-14 00:00:00
POL-200366,100247,life,INS-91315653,2025-07-10,2026-07-10,512.74,924331.49,2000,active,AGT-0065,2025-06-14 00:00:00
POL-200367,101226,home,INS-66713646,2023-04-01,2025-03-31,3460.53,545664.39,2500,cancelled,AGT-0187,2023-03-31 00:00:00
POL-200368,101897,health,INS-35145228,2024-03-19,2026-03-19,4442.97,109092.61,2000,expired,AGT-0148,2024-03-10 00:00:00
POL-200369,100001,health,INS-23253485,2024-12-15,2026-12-15,3778.97,560723.99,500,active,AGT-0025,2024-11-24 00:00:00
POL-200370,101171,auto,INS-29799349,2024-07-17,2025-07-17,901.74,165384.62,2500,active,AGT-0046,2024-07-10 00:00:00
POL-200371,101695,home,INS-65775833,2024-02-09,2025-02-08,1510.25,70662.41,1500,active,AGT-0035,2024-02-07 00:00:00
POL-200372,100242,home,INS-52197064,2025-01-20,2028-01-20,3795.12,763481.68,5000,expired,AGT-0040,2024-12-28 00:00:00
POL-200373,100130,home,INS-06412315,2025-08-28,2027-08-28,87.73,380790.29,2000,active,AGT-0108,2025-08-24 00:00:00
POL-200374,100174,home,INS-40244783,2024-03-09,2025-03-09,811.01,117355.33,500,expired,AGT-0043,2024-02-29 00:00:00
POL-200375,101462,life,INS-07501632,2025-07-16,2026-07-16,4152.44,598326.9,2500,expired,AGT-0115,2025-07-02 00:00:00
POL-200376,100353,health,INS-70349141,2024-07-25,2026-07-25,1338.13,222005.63,2500,cancelled,AGT-0006,2024-07-18 00:00:00
POL-200377,100832,life,INS-05269636,2025-02-08,2028-02-08,2351.1,100114.5,2000,active,AGT-0178,2025-02-03 00:00:00
POL-200378,101845,auto,INS-42721264,2024-04-15,2027-04-15,3516.33,950066.99,250,expired,AGT-0102,2024-03-16 00:00:00
POL-200379,101331,home,INS-54367687,2023-04-19,2026-04-18,939.97,877041.09,5000,active,AGT-0013,2023-04-02 00:00:00
