test_id,batch_id,test_type,test_date,result_value,unit,specification_min,specification_max,pass_fail,analyst_id,equipment_id,lab_id,deviation_id,notes,created_at
TST-000175,BAT-002498,stability,2024-01-12,98.49,%,90.0,110.0,pass,ANL-030,EQP-0041,LAB-015,,,2024-01-12 09:21:56
TST-000176,BAT-001310,purity,2025-11-24,100.06,%,98.0,100.0,fail,ANL-017,EQP-0090,LAB-003,DEV-5567,Retest required,2025-11-24 15:28:30
TST-000177,BAT-000838,microbial,2024-06-26,32.0,CFU/g,0,100,pass,ANL-037,EQP-0056,LAB-006,,,2024-06-27 02:53:01
TST-000178,BAT-000680,microbial,2023-01-11,13.0,CFU/g,0,100,pass,ANL-024,EQP-0003,LAB-001,,Within spec,2023-01-11 08:52:29
TST-000179,BAT-002906,dissolution,2025-12-09,89.57,%,80.0,100.0,pass,ANL-050,EQP-0042,LAB-012,,Sample re-prepared,2025-12-09 03:17:09
TST-000180,BAT-001249,microbial,2023-09-23,19.0,CFU/g,0,100,pass,ANL-003,EQP-0061,LAB-014,,Retest performed,2023-09-23 06:49:24
TST-000181,BAT-002128,stability,2023-10-18,97.55,%,90.0,110.0,pass,ANL-048,EQP-0024,LAB-010,,,2023-10-18 22:38:54
TST-000182,BAT-001851,potency,2024-10-26,101.73,%,95.0,105.0,pass,ANL-041,EQP-0082,LAB-006,,,2024-10-26 20:32:49
TST-000183,BAT-002966,purity,2024-08-14,99.78,%,98.0,100.0,pass,ANL-035,EQP-0018,LAB-014,,Sample re-prepared,2024-08-14 06:09:49
TST-000184,BAT-001713,purity,2023-11-12,99.53,%,98.0,100.0,pass,ANL-027,EQP-0059,LAB-006,,,2023-11-12 04:11:45
TST-000185,BAT-000261,potency,2024-07-28,100.43,%,95.0,105.0,pass,ANL-048,EQP-0004,LAB-013,,,2024-07-29 02:02:35
TST-000186,BAT-001232,potency,2024-03-19,101.28,%,95.0,105.0,pass,ANL-031,EQP-0044,LAB-013,,,2024-03-19 22:51:25
TST-000187,BAT-002859,microbial,2025-03-02,24.0,CFU/g,0,100,pass,ANL-014,EQP-0095,LAB-008,,Minor deviation noted,2025-03-02 06:57:59
TST-000188,BAT-000969,stability,2025-07-05,96.15,%,90.0,110.0,pass,ANL-045,EQP-0043,LAB-004,,,2025-07-05 19:58:30
TST-000189,BAT-002211,microbial,2025-05-05,27.0,CFU/g,0,100,pass,ANL-012,EQP-0091,LAB-003,,,2025-05-05 17:41:46
TST-000190,BAT-002700,microbial,2024-08-29,32.0,CFU/g,0,100,pass,ANL-029,EQP-0089,LAB-012,,Sample re-prepared,2024-08-29 15:09:43
TST-000191,BAT-000800,identity,2025-01-26,0.9941,ratio,0.98,1.02,pass,ANL-018,EQP-0037,LAB-006,,Minor deviation noted,2025-01-26 04:15:48
TST-000192,BAT-000650,identity,2024-05-24,1.0052,ratio,0.98,1.02,pass,ANL-010,EQP-0002,LAB-009,,,2024-05-24 05:14:25
TST-000193,BAT-001150,stability,2024-02-03,98.97,%,90.0,110.0,pass,ANL-009,EQP-0076,LAB-010,,Retest performed,2024-02-03 13:55:31
TST-000194,BAT-000500,purity,2025-03-15,99.8,%,98.0,100.0,pass,ANL-003,EQP-0094,LAB-007,,Minor deviation noted,2025-03-15 13:14:10
TST-000195,BAT-002479,microbial,2024-02-13,8.0,CFU/g,0,100,pass,ANL-025,EQP-0085,LAB-014,,,2024-02-13 17:05:40
TST-000196,BAT-002125,identity,2023-08-25,1.0014,ratio,0.98,1.02,pass,ANL-005,EQP-0049,LAB-003,,,2023-08-25 08:34:46
TST-000197,BAT-000061,dissolution,2025-12-14,92.34,%,80.0,100.0,pass,ANL-007,EQP-0097,LAB-001,,,2025-12-14 06:48:44
TST-000198,BAT-001727,identity,2023-10-24,1.0109,ratio,0.98,1.02,pass,ANL-024,EQP-0049,LAB-010,,,2023-10-24 09:58:46
TST-000199,BAT-002668,identity,2024-10-06,1.0074,ratio,0.98,1.02,pass,ANL-044,EQP-0075,LAB-007,,,2024-10-07 03:34:36
TST-000200,BAT-000301,purity,2023-11-29,99.14,%,98.0,100.0,pass,ANL-011,EQP-0071,LAB-009,,Sample re-prepared,2023-11-29 21:05:41
TST-000201,BAT-002775,microbial,2025-03-10,29.0,CFU/g,0,100,pass,ANL-049,EQP-0004,LAB-009,,Minor deviation noted,2025-03-10 04:57:55
TST-000202,BAT-000376,potency,2024-12-16,102.73,%,95.0,105.0,pass,ANL-014,EQP-0091,LAB-007,,,2024-12-16 05:34:33
TST-000203,BAT-001002,stability,2025-03-05,103.15,%,90.0,110.0,pass,ANL-033,EQP-0084,LAB-006,,,2025-03-05 13:05:25
TST-000204,BAT-001070,dissolution,2023-11-22,91.86,%,80.0,100.0,pass,ANL-013,EQP-0023,LAB-007,,,2023-11-22 15:45:00
TST-000205,BAT-002031,stability,2023-11-26,95.62,%,90.0,110.0,pass,ANL-050,EQP-0010,LAB-012,,Within spec,2023-11-27 01:21:48
TST-000206,BAT-002802,microbial,2023-03-27,32.0,CFU/g,0,100,pass,ANL-033,EQP-0039,LAB-012,,Within spec,2023-03-27 07:53:57
TST-000207,BAT-000192,microbial,2024-12-29,17.0,CFU/g,0,100,pass,ANL-022,EQP-0099,LAB-007,,,2024-12-29 17:45:20
TST-000208,BAT-000724,potency,2025-05-12,103.05,%,95.0,105.0,pass,ANL-005,EQP-0068,LAB-014,,,2025-05-12 23:58:42
TST-000209,BAT-001144,stability,2023-09-16,104.67,%,90.0,110.0,pass,ANL-046,EQP-0089,LAB-015,,,2023-09-16 05:50:14
TST-000210,BAT-000430,potency,2023-09-05,102.29,%,95.0,105.0,pass,ANL-020,EQP-0050,LAB-001,,,2023-09-05 22:11:05
TST-000211,BAT-000235,purity,2025-12-01,99.33,%,98.0,100.0,pass,ANL-007,EQP-0018,LAB-002,,Within spec,2025-12-02 01:22:02
TST-000212,BAT-002162,potency,2024-11-26,100.11,%,95.0,105.0,pass,ANL-046,EQP-0032,LAB-014,,,2024-11-26 17:04:46
TST-000213,BAT-002024,dissolution,2025-03-27,89.1,%,80.0,100.0,pass,ANL-006,EQP-0069,LAB-006,,,2025-03-28 01:19:56
TST-000214,BAT-000100,stability,2023-12-06,103.08,%,90.0,110.0,pass,ANL-023,EQP-0017,LAB-014,,Minor deviation noted,2023-12-06 23:40:48
TST-000215,BAT-000686,stability,2023-05-19,100.47,%,90.0,110.0,pass,ANL-001,EQP-0074,LAB-006,,,2023-05-20 02:13:22
TST-000216,BAT-000397,potency,2023-01-29,104.61,%,95.0,105.0,pass,ANL-039,EQP-0085,LAB-014,,,2023-01-30 00:33:35
TST-000217,BAT-001327,potency,2023-12-17,99.23,%,95.0,105.0,pass,ANL-041,EQP-0022,LAB-003,,Minor deviation noted,2023-12-17 11:20:32
TST-000218,BAT-002226,identity,2023-01-28,1.0131,ratio,0.98,1.02,pass,ANL-012,EQP-0004,LAB-014,,,2023-01-29 01:16:08
TST-000219,BAT-002445,dissolution,2023-01-08,93.35,%,80.0,100.0,pass,ANL-049,EQP-0036,LAB-007,,,2023-01-08 21:07:59
TST-000220,BAT-000338,identity,2024-01-02,1.0011,ratio,0.98,1.02,pass,ANL-032,EQP-0019,LAB-015,,,2024-01-03 06:56:18
TST-000221,BAT-000642,potency,2025-09-09,99.38,%,95.0,105.0,pass,ANL-024,EQP-0007,LAB-012,,Retest performed,2025-09-10 00:19:25
TST-000222,BAT-001778,identity,2023-11-14,0.9923,ratio,0.98,1.02,pass,ANL-015,EQP-0031,LAB-004,,Sample re-prepared,2023-11-15 05:40:03
TST-000223,BAT-000112,potency,2024-09-16,95.14,%,95.0,105.0,pass,ANL-027,EQP-0017,LAB-006,,,2024-09-16 22:57:44
TST-000224,BAT-000147,dissolution,2025-06-14,88.37,%,80.0,100.0,pass,ANL-016,EQP-0005,LAB-015,,,2025-06-14 07:59:18
TST-000225,BAT-002727,potency,2024-06-08,105.84,%,95.0,105.0,fail,ANL-015,EQP-0085,LAB-003,DEV-2646,Retest required,2024-06-08 23:48:38
TST-000226,BAT-002424,stability,2024-11-19,102.33,%,90.0,110.0,pass,ANL-019,EQP-0001,LAB-008,,,2024-11-19 14:05:14
TST-000227,BAT-000383,identity,2023-11-10,1.0191,ratio,0.98,1.02,pass,ANL-037,EQP-0081,LAB-011,,Sample re-prepared,2023-11-10 08:49:08
TST-000228,BAT-001700,dissolution,2024-01-07,90.14,%,80.0,100.0,pass,ANL-015,EQP-0085,LAB-009,,Minor deviation noted,2024-01-07 07:19:59
TST-000229,BAT-001969,dissolution,2023-11-08,91.59,%,80.0,100.0,pass,ANL-039,EQP-0013,LAB-010,,Within spec,2023-11-08 21:22:54
TST-000230,BAT-002066,potency,2025-12-27,104.44,%,95.0,105.0,pass,ANL-007,EQP-0051,LAB-003,,Retest performed,2025-12-27 16:44:18
TST-000231,BAT-002000,dissolution,2023-03-10,90.65,%,80.0,100.0,pass,ANL-046,EQP-0040,LAB-007,,,2023-03-10 04:57:49
TST-000232,BAT-002656,potency,2024-02-21,99.8,%,95.0,105.0,pass,ANL-015,EQP-0074,LAB-005,,,2024-02-21 13:23:30
TST-000233,BAT-001478,microbial,2025-11-15,26.0,CFU/g,0,100,pass,ANL-025,EQP-0096,LAB-005,,Retest performed,2025-11-15 12:10:30
TST-000234,BAT-000241,potency,2025-02-18,100.16,%,95.0,105.0,pass,ANL-049,EQP-0083,LAB-015,,,2025-02-18 21:05:05
TST-000235,BAT-000576,purity,2023-09-20,100.28,%,98.0,100.0,fail,ANL-039,EQP-0067,LAB-009,DEV-6702,OOS investigation initiated,2023-09-20 20:34:28
TST-000236,BAT-001663,identity,2023-01-25,1.0001,ratio,0.98,1.02,pass,ANL-032,EQP-0099,LAB-006,,,2023-01-25 14:55:47
TST-000237,BAT-001870,dissolution,2023-07-06,97.2,%,80.0,100.0,pass,ANL-025,EQP-0060,LAB-008,,,2023-07-06 15:20:22
TST-000238,BAT-000086,dissolution,2024-09-15,85.99,%,80.0,100.0,pass,ANL-026,EQP-0083,LAB-003,,,2024-09-15 10:22:26
TST-000239,BAT-002760,identity,2025-03-11,0.9943,ratio,0.98,1.02,pass,ANL-047,EQP-0078,LAB-011,,Within spec,2025-03-11 15:08:26
TST-000240,BAT-001417,stability,2025-04-15,97.66,%,90.0,110.0,pass,ANL-011,EQP-0002,LAB-003,,,2025-04-15 16:31:52
TST-000241,BAT-001054,microbial,2025-01-25,2.0,CFU/g,0,100,pass,ANL-015,EQP-0050,LAB-013,,,2025-01-25 11:47:54
TST-000242,BAT-000932,dissolution,2025-01-27,87.01,%,80.0,100.0,pass,ANL-019,EQP-0019,LAB-012,,Retest performed,2025-01-28 05:43:25
TST-000243,BAT-000472,identity,2025-06-23,1.0059,ratio,0.98,1.02,pass,ANL-019,EQP-0044,LAB-004,,,2025-06-23 06:08:54
TST-000244,BAT-001215,dissolution,2025-06-20,89.41,%,80.0,100.0,pass,ANL-004,EQP-0019,LAB-011,,,2025-06-20 18:25:10
TST-000245,BAT-001748,identity,2025-06-24,1.0013,ratio,0.98,1.02,pass,ANL-020,EQP-0061,LAB-004,,Sample re-prepared,2025-06-24 11:58:48
TST-000246,BAT-001740,dissolution,2023-07-30,92.87,%,80.0,100.0,pass,ANL-014,EQP-0053,LAB-011,,Retest performed,2023-07-30 03:47:01
TST-000247,BAT-000156,microbial,2023-02-08,17.0,CFU/g,0,100,pass,ANL-017,EQP-0042,LAB-001,,,2023-02-08 14:47:09
TST-000248,BAT-001082,identity,2024-10-30,0.9859,ratio,0.98,1.02,pass,ANL-029,EQP-0006,LAB-003,,Retest performed,2024-10-31 02:09:51
TST-000249,BAT-001714,potency,2024-11-14,99.18,%,95.0,105.0,pass,ANL-001,EQP-0022,LAB-003,,Minor deviation noted,2024-11-14 06:50:28
TST-000250,BAT-000696,dissolution,2024-05-16,95.58,%,80.0,100.0,pass,ANL-043,EQP-0085,LAB-002,,Within spec,2024-05-16 22:19:04
TST-000251,BAT-001043,identity,2023-05-25,0.9939,ratio,0.98,1.02,pass,ANL-035,EQP-0004,LAB-015,,,2023-05-26 04:42:43
TST-000252,BAT-001226,potency,2025-02-02,100.5,%,95.0,105.0,pass,ANL-018,EQP-0087,LAB-001,,Sample re-prepared,2025-02-03 01:07:40
TST-000253,BAT-001591,purity,2024-11-28,98.94,%,98.0,100.0,pass,ANL-036,EQP-0022,LAB-009,,Retest performed,2024-11-28 18:49:09
TST-000254,BAT-001826,purity,2025-08-11,99.01,%,98.0,100.0,pass,ANL-014,EQP-0097,LAB-014,,Within spec,2025-08-11 10:21:14
TST-000255,BAT-002534,identity,2023-06-10,1.022,ratio,0.98,1.02,fail,ANL-038,EQP-0055,LAB-011,DEV-9899,Retest required,2023-06-10 18:09:14
TST-000256,BAT-001778,potency,2023-08-01,100.92,%,95.0,105.0,pass,ANL-025,EQP-0037,LAB-007,,,2023-08-01 10:29:10
TST-000257,BAT-002953,stability,2025-01-14,96.82,%,90.0,110.0,pass,ANL-025,EQP-0022,LAB-006,,Sample re-prepared,2025-01-14 22:24:30
TST-000258,BAT-002274,dissolution,2024-07-02,93.92,%,80.0,100.0,pass,ANL-048,EQP-0088,LAB-002,,,2024-07-02 13:28:44
TST-000259,BAT-001016,microbial,2025-06-20,17.0,CFU/g,0,100,pass,ANL-030,EQP-0002,LAB-015,,Sample re-prepared,2025-06-20 15:59:00
TST-000260,BAT-002108,stability,2023-07-06,104.85,%,90.0,110.0,pass,ANL-049,EQP-0014,LAB-005,,Sample re-prepared,2023-07-06 06:41:32
TST-000261,BAT-002166,identity,2023-08-26,1.0006,ratio,0.98,1.02,pass,ANL-044,EQP-0043,LAB-003,,Sample re-prepared,2023-08-26 22:02:22
TST-000262,BAT-001009,purity,2025-11-10,100.18,%,98.0,100.0,fail,ANL-037,EQP-0016,LAB-009,DEV-7707,Deviation logged,2025-11-10 21:33:08
TST-000263,BAT-002306,microbial,2023-02-24,30.0,CFU/g,0,100,pass,ANL-034,EQP-0027,LAB-013,,,2023-02-24 21:57:03
TST-000264,BAT-001388,purity,2023-01-24,98.77,%,98.0,100.0,pass,ANL-032,EQP-0029,LAB-015,,Minor deviation noted,2023-01-24 12:26:57
TST-000265,BAT-002748,microbial,2023-12-16,33.0,CFU/g,0,100,pass,ANL-036,EQP-0068,LAB-005,,Within spec,2023-12-16 12:52:14
TST-000266,BAT-000429,identity,2024-10-31,0.9927,ratio,0.98,1.02,pass,ANL-038,EQP-0019,LAB-012,,Minor deviation noted,2024-10-31 06:06:56
TST-000267,BAT-002383,identity,2023-07-11,0.9915,ratio,0.98,1.02,pass,ANL-022,EQP-0002,LAB-014,,,2023-07-11 10:29:04
TST-000268,BAT-000416,microbial,2024-12-12,1.0,CFU/g,0,100,pass,ANL-032,EQP-0038,LAB-015,,Sample re-prepared,2024-12-12 23:52:31
TST-000269,BAT-001427,identity,2024-03-06,1.0106,ratio,0.98,1.02,pass,ANL-020,EQP-0032,LAB-009,,,2024-03-07 04:13:40
TST-000270,BAT-001778,stability,2023-11-18,100.66,%,90.0,110.0,pass,ANL-016,EQP-0015,LAB-013,,Retest performed,2023-11-19 05:12:46
TST-000271,BAT-001527,stability,2025-02-08,96.91,%,90.0,110.0,pass,ANL-040,EQP-0021,LAB-010,,,2025-02-08 18:34:35
TST-000272,BAT-000738,identity,2024-09-27,1.004,ratio,0.98,1.02,pass,ANL-011,EQP-0092,LAB-008,,Within spec,2024-09-27 10:17:07
TST-000273,BAT-000686,dissolution,2023-12-21,88.52,%,80.0,100.0,pass,ANL-037,EQP-0086,LAB-001,,,2023-12-21 23:57:03
TST-000274,BAT-001676,stability,2024-05-13,100.08,%,90.0,110.0,pass,ANL-017,EQP-0009,LAB-011,,,2024-05-14 01:08:32
TST-000275,BAT-001263,purity,2023-02-02,100.13,%,98.0,100.0,fail,ANL-037,EQP-0100,LAB-009,DEV-4779,Retest required,2023-02-03 01:04:10
TST-000276,BAT-001576,identity,2025-04-30,0.9937,ratio,0.98,1.02,pass,ANL-042,EQP-0082,LAB-012,,,2025-04-30 12:10:59
TST-000277,BAT-000137,dissolution,2025-09-01,92.0,%,80.0,100.0,pass,ANL-011,EQP-0088,LAB-005,,,2025-09-01 13:13:10
TST-000278,BAT-000974,stability,2024-01-09,100.97,%,90.0,110.0,pass,ANL-017,EQP-0094,LAB-011,,,2024-01-09 11:35:34
TST-000279,BAT-001895,purity,2025-04-09,100.04,%,98.0,100.0,fail,ANL-013,EQP-0037,LAB-002,DEV-2232,Deviation logged,2025-04-09 21:10:04
TST-000280,BAT-001411,identity,2025-01-18,1.002,ratio,0.98,1.02,pass,ANL-028,EQP-0096,LAB-009,,,2025-01-18 04:21:06
TST-000281,BAT-001696,potency,2023-04-12,107.12,%,95.0,105.0,fail,ANL-011,EQP-0004,LAB-008,DEV-8557,Root cause analysis pending,2023-04-12 17:31:33
TST-000282,BAT-001046,stability,2025-04-16,109.26,%,90.0,110.0,pass,ANL-049,EQP-0030,LAB-012,,,2025-04-17 01:21:35
TST-000283,BAT-001279,potency,2024-03-11,101.0,%,95.0,105.0,pass,ANL-027,EQP-0040,LAB-008,,Sample re-prepared,2024-03-12 00:25:34
TST-000284,BAT-000264,identity,2023-06-01,0.9921,ratio,0.98,1.02,pass,ANL-033,EQP-0069,LAB-006,,Minor deviation noted,2023-06-01 22:00:09
TST-000285,BAT-001657,stability,2023-12-26,93.65,%,90.0,110.0,pass,ANL-035,EQP-0083,LAB-009,,,2023-12-26 16:00:04
TST-000286,BAT-000916,microbial,2023-10-29,1.0,CFU/g,0,100,pass,ANL-036,EQP-0086,LAB-006,,Retest performed,2023-10-30 05:40:48
TST-000287,BAT-002078,identity,2023-06-11,1.0027,ratio,0.98,1.02,pass,ANL-024,EQP-0056,LAB-001,,Minor deviation noted,2023-06-11 16:13:55
TST-000288,BAT-002777,dissolution,2023-04-17,83.05,%,80.0,100.0,pass,ANL-019,EQP-0037,LAB-007,,,2023-04-17 13:57:11
TST-000289,BAT-002277,microbial,2023-09-22,11.0,CFU/g,0,100,pass,ANL-014,EQP-0034,LAB-012,,,2023-09-23 02:41:33
TST-000290,BAT-000140,microbial,2024-12-11,5.0,CFU/g,0,100,pass,ANL-013,EQP-0011,LAB-005,,Minor deviation noted,2024-12-11 21:15:53
TST-000291,BAT-002825,potency,2025-03-13,99.82,%,95.0,105.0,pass,ANL-013,EQP-0058,LAB-015,,,2025-03-13 03:17:29
TST-000292,BAT-000622,microbial,2023-11-09,15.0,CFU/g,0,100,pass,ANL-020,EQP-0044,LAB-001,,,2023-11-10 01:34:46
TST-000293,BAT-000014,identity,2025-03-26,1.0017,ratio,0.98,1.02,pass,ANL-042,EQP-0011,LAB-007,,,2025-03-26 05:38:22
TST-000294,BAT-002008,stability,2024-02-01,97.19,%,90.0,110.0,pass,ANL-047,EQP-0062,LAB-004,,,2024-02-01 12:45:50
TST-000295,BAT-002274,potency,2023-11-13,104.1,%,95.0,105.0,pass,ANL-042,EQP-0017,LAB-015,,,2023-11-13 04:43:10
TST-000296,BAT-002604,stability,2025-12-16,93.66,%,90.0,110.0,pass,ANL-036,EQP-0010,LAB-006,,,2025-12-16 19:28:57
TST-000297,BAT-000851,identity,2025-06-19,1.006,ratio,0.98,1.02,pass,ANL-003,EQP-0023,LAB-002,,Within spec,2025-06-19 14:31:31
TST-000298,BAT-001629,stability,2023-04-09,105.61,%,90.0,110.0,pass,ANL-004,EQP-0084,LAB-004,,Minor deviation noted,2023-04-09 17:56:51
TST-000299,BAT-002063,dissolution,2023-04-23,94.85,%,80.0,100.0,pass,ANL-026,EQP-0002,LAB-003,,,2023-04-24 05:20:25
TST-000300,BAT-001269,microbial,2023-01-23,13.0,CFU/g,0,100,pass,ANL-045,EQP-0088,LAB-005,,Minor deviation noted,2023-01-23 09:47:53
TST-000301,BAT-000016,dissolution,2025-12-15,87.08,%,80.0,100.0,pass,ANL-016,EQP-0076,LAB-002,,,2025-12-15 16:18:16
TST-000302,BAT-001970,microbial,2023-04-26,4.0,CFU/g,0,100,pass,ANL-029,EQP-0079,LAB-011,,Within spec,2023-04-26 22:57:11
TST-000303,BAT-002465,identity,2025-04-18,0.9933,ratio,0.98,1.02,pass,ANL-049,EQP-0008,LAB-013,,Within spec,2025-04-19 01:24:14
TST-000304,BAT-000753,stability,2025-09-30,104.99,%,90.0,110.0,pass,ANL-018,EQP-0055,LAB-010,,,2025-10-01 03:52:15
TST-000305,BAT-001024,microbial,2024-05-06,6.0,CFU/g,0,100,pass,ANL-038,EQP-0067,LAB-012,,Minor deviation noted,2024-05-07 02:29:50
TST-000306,BAT-000996,purity,2023-03-08,98.45,%,98.0,100.0,pass,ANL-007,EQP-0087,LAB-002,,Minor deviation noted,2023-03-08 15:22:14
TST-000307,BAT-001769,identity,2023-09-05,1.0053,ratio,0.98,1.02,pass,ANL-004,EQP-0089,LAB-007,,Within spec,2023-09-05 18:47:54
TST-000308,BAT-002264,potency,2023-04-11,99.13,%,95.0,105.0,pass,ANL-003,EQP-0011,LAB-005,,,2023-04-11 07:24:00
TST-000309,BAT-000617,microbial,2023-01-02,6.0,CFU/g,0,100,pass,ANL-007,EQP-0021,LAB-001,,,2023-01-02 12:38:15
TST-000310,BAT-001720,purity,2024-03-18,98.92,%,98.0,100.0,pass,ANL-020,EQP-0065,LAB-006,,,2024-03-18 23:23:04
TST-000311,BAT-000762,purity,2024-11-27,97.41,%,98.0,100.0,fail,ANL-031,EQP-0029,LAB-013,DEV-7975,OOS investigation initiated,2024-11-28 02:46:28
TST-000312,BAT-001852,stability,2024-09-24,97.0,%,90.0,110.0,pass,ANL-046,EQP-0054,LAB-013,,,2024-09-24 18:32:45
TST-000313,BAT-002504,identity,2025-12-02,0.9982,ratio,0.98,1.02,pass,ANL-027,EQP-0072,LAB-010,,Within spec,2025-12-02 14:43:16
TST-000314,BAT-001748,dissolution,2025-01-07,91.61,%,80.0,100.0,pass,ANL-005,EQP-0090,LAB-007,,Retest performed,2025-01-07 08:18:05
TST-000315,BAT-002640,purity,2024-10-07,98.46,%,98.0,100.0,pass,ANL-031,EQP-0095,LAB-014,,Within spec,2024-10-07 06:05:40
TST-000316,BAT-001706,potency,2025-02-26,102.21,%,95.0,105.0,pass,ANL-023,EQP-0029,LAB-006,,Retest performed,2025-02-27 05:50:20
TST-000317,BAT-001856,stability,2025-02-09,102.91,%,90.0,110.0,pass,ANL-045,EQP-0079,LAB-005,,,2025-02-09 16:59:53
TST-000318,BAT-002069,purity,2024-10-05,99.01,%,98.0,100.0,pass,ANL-035,EQP-0088,LAB-015,,,2024-10-05 06:58:59
TST-000319,BAT-001802,dissolution,2024-04-29,83.76,%,80.0,100.0,pass,ANL-013,EQP-0098,LAB-010,,,2024-04-30 01:14:28
TST-000320,BAT-000154,dissolution,2023-07-22,88.34,%,80.0,100.0,pass,ANL-018,EQP-0042,LAB-001,,Retest performed,2023-07-22 21:23:57
TST-000321,BAT-001440,stability,2025-02-10,98.52,%,90.0,110.0,pass,ANL-034,EQP-0023,LAB-010,,,2025-02-10 14:02:59
TST-000322,BAT-002408,microbial,2025-04-29,49.0,CFU/g,0,100,pass,ANL-049,EQP-0014,LAB-012,,Minor deviation noted,2025-04-29 02:07:49
TST-000323,BAT-000960,stability,2024-09-30,98.2,%,90.0,110.0,pass,ANL-049,EQP-0021,LAB-010,,Within spec,2024-09-30 17:29:19
TST-000324,BAT-000011,purity,2025-02-28,100.79,%,98.0,100.0,fail,ANL-014,EQP-0063,LAB-005,DEV-1507,Deviation logged,2025-02-28 02:56:03
TST-000325,BAT-002561,purity,2024-11-09,99.44,%,98.0,100.0,pass,ANL-033,EQP-0094,LAB-007,,,2024-11-10 04:09:16
TST-000326,BAT-001307,potency,2023-01-24,95.72,%,95.0,105.0,pass,ANL-040,EQP-0076,LAB-008,,,2023-01-24 14:56:24
TST-000327,BAT-002032,identity,2025-02-19,0.9974,ratio,0.98,1.02,pass,ANL-040,EQP-0027,LAB-011,,Within spec,2025-02-19 14:15:31
TST-000328,BAT-000963,purity,2025-08-24,99.34,%,98.0,100.0,pass,ANL-024,EQP-0076,LAB-005,,,2025-08-25 02:48:21
TST-000329,BAT-001471,potency,2023-04-13,101.42,%,95.0,105.0,pass,ANL-024,EQP-0058,LAB-006,,Minor deviation noted,2023-04-13 17:08:15
TST-000330,BAT-001309,stability,2024-04-13,97.26,%,90.0,110.0,pass,ANL-036,EQP-0010,LAB-001,,,2024-04-13 08:33:20
TST-000331,BAT-002743,identity,2023-01-05,0.9991,ratio,0.98,1.02,pass,ANL-026,EQP-0008,LAB-014,,Sample re-prepared,2023-01-06 04:42:47
TST-000332,BAT-001289,stability,2023-11-23,94.45,%,90.0,110.0,pass,ANL-008,EQP-0007,LAB-010,,Retest performed,2023-11-23 19:06:18
TST-000333,BAT-000028,potency,2024-11-01,99.49,%,95.0,105.0,pass,ANL-008,EQP-0053,LAB-015,,Minor deviation noted,2024-11-01 12:50:40
TST-000334,BAT-002704,dissolution,2023-10-28,95.36,%,80.0,100.0,pass,ANL-002,EQP-0089,LAB-003,,Minor deviation noted,2023-10-29 01:51:51
TST-000335,BAT-001196,identity,2024-08-04,0.9989,ratio,0.98,1.02,pass,ANL-039,EQP-0060,LAB-012,,Minor deviation noted,2024-08-04 21:18:49
TST-000336,BAT-002091,potency,2024-03-31,100.97,%,95.0,105.0,pass,ANL-040,EQP-0058,LAB-006,,Minor deviation noted,2024-04-01 00:56:43
TST-000337,BAT-001362,dissolution,2024-02-13,98.21,%,80.0,100.0,pass,ANL-002,EQP-0050,LAB-009,,Minor deviation noted,2024-02-13 12:01:43
TST-000338,BAT-001100,purity,2024-10-11,100.02,%,98.0,100.0,fail,ANL-041,EQP-0040,LAB-010,DEV-9599,Retest required,2024-10-11 12:13:32
TST-000339,BAT-002411,stability,2024-08-08,100.35,%,90.0,110.0,pass,ANL-035,EQP-0091,LAB-013,,,2024-08-08 23:47:31
TST-000340,BAT-002105,stability,2024-05-12,98.92,%,90.0,110.0,pass,ANL-019,EQP-0082,LAB-001,,,2024-05-12 14:44:47
TST-000341,BAT-001717,purity,2024-04-20,99.48,%,98.0,100.0,pass,ANL-017,EQP-0043,LAB-002,,,2024-04-20 04:17:23
TST-000342,BAT-001599,potency,2025-05-25,103.65,%,95.0,105.0,pass,ANL-011,EQP-0021,LAB-011,,,2025-05-25 22:20:29
TST-000343,BAT-000091,microbial,2025-10-01,23.0,CFU/g,0,100,pass,ANL-014,EQP-0009,LAB-011,,Retest performed,2025-10-01 12:40:14
TST-000344,BAT-000348,purity,2024-03-02,98.4,%,98.0,100.0,pass,ANL-022,EQP-0057,LAB-010,,Sample re-prepared,2024-03-02 17:44:11
TST-000345,BAT-000168,stability,2023-10-16,97.82,%,90.0,110.0,pass,ANL-009,EQP-0032,LAB-001,,,2023-10-16 12:23:21
TST-000346,BAT-002625,purity,2024-10-13,100.16,%,98.0,100.0,fail,ANL-034,EQP-0026,LAB-008,DEV-6709,Root cause analysis pending,2024-10-13 03:05:12
TST-000347,BAT-002652,identity,2024-07-29,1.0136,ratio,0.98,1.02,pass,ANL-007,EQP-0031,LAB-007,,Retest performed,2024-07-29 13:24:09
TST-000348,BAT-001866,stability,2024-08-12,104.46,%,90.0,110.0,pass,ANL-039,EQP-0047,LAB-013,,,2024-08-12 22:12:45
TST-000349,BAT-000527,identity,2023-07-25,0.9982,ratio,0.98,1.02,pass,ANL-014,EQP-0060,LAB-002,,,2023-07-26 06:41:35
TST-000350,BAT-001932,dissolution,2024-05-25,96.72,%,80.0,100.0,pass,ANL-038,EQP-0016,LAB-013,,,2024-05-25 07:58:36
TST-000351,BAT-000124,microbial,2024-04-19,8.0,CFU/g,0,100,pass,ANL-011,EQP-0069,LAB-012,,,2024-04-20 03:46:08
